nut,yPlus,k,p_rgh,p,omega,U0,U1,U2,Normals0,Normals1,Normals2,Points0,Points1,Points2,vtkOriginalIndices,vtkCompositeIndexArray
1.3801e-05,0,3.46581e-06,5.64205,6.5781,0.251128,-0.0799955,7.44498e-07,-1.20672e-06,0.000658266,-9.43909e-05,1,-9.75,0.225,-0.200063,21,2
1.38009e-05,0,3.46574e-06,5.64207,6.56596,0.251125,-0.0799945,1.33052e-06,8.69248e-07,4.23855e-07,2.09058e-05,1,-9.375,0.1125,-0.200062,22,2
1.38007e-05,0,3.4657e-06,5.64211,6.53944,0.251124,-0.0799944,0,2.13443e-06,-1.07288e-06,2.06629e-05,1,-9.375,0,-0.200059,23,2
1.38004e-05,0,3.46567e-06,5.64171,6.57165,0.251128,-0.0799917,1.01367e-06,5.38735e-07,3.74185e-06,1.28923e-05,1,-8.625,0.1125,-0.200063,24,2
1.38007e-05,0,3.46571e-06,5.64198,6.56566,0.251126,-0.0799934,1.14369e-06,9.59876e-07,1.41727e-06,2.22966e-05,1,-9,0.1125,-0.200062,25,2
1.38001e-05,0,3.4656e-06,5.64175,6.555,0.251129,-0.0799916,0,1.07203e-06,5.65582e-06,1.8058e-05,1,-8.625,0,-0.200061,26,2
1.38005e-05,0,3.46565e-06,5.64202,6.53817,0.251126,-0.0799934,0,1.34105e-06,1.39077e-06,2.42392e-05,1,-9,0,-0.200059,27,2
1.37995e-05,0,3.46553e-06,5.64085,6.62191,0.251135,-0.0799848,7.25628e-07,-3.65891e-07,9.02679e-06,-1.96916e-05,1,-7.875,0.1125,-0.200068,28,2
1.38001e-05,0,3.46561e-06,5.6413,6.58948,0.25113,-0.0799888,7.83463e-07,1.09435e-07,6.70221e-06,-4.79045e-06,1,-8.25,0.1125,-0.200064,29,2
1.37989e-05,0,3.46545e-06,5.64081,6.64618,0.251139,-0.0799848,0,4.9455e-07,1.13911e-05,-1.59387e-05,1,-7.875,0,-0.20007,30,2
1.37996e-05,0,3.46553e-06,5.6413,6.59473,0.251133,-0.0799887,0,9.44129e-07,9.84139e-06,1.85437e-06,1,-8.25,0,-0.200065,31,2
1.38004e-05,0,3.46567e-06,5.64195,6.57601,0.251128,-0.0799976,8.51382e-07,-1.16823e-06,-5.62933e-07,-1.25295e-08,1,-14.25,0.621429,-0.200063,32,2
1.38006e-05,0,3.46569e-06,5.64197,6.57837,0.251126,-0.0799989,4.79592e-07,-1.08127e-06,-3.17891e-07,2.5059e-08,1,-15,0.621429,-0.200063,33,2
1.38e-05,0,3.46564e-06,5.64194,6.56985,0.251133,-0.0799973,1.54776e-06,-1.24397e-06,-8.27842e-07,-4.38533e-08,1,-13.5,0.621429,-0.200062,34,2
1.37998e-05,0,3.46567e-06,5.64195,6.56356,0.251139,-0.0799982,2.0905e-06,-1.18752e-06,-6.75519e-07,-1.87943e-08,1,-12.75,0.621429,-0.200062,35,2
1.37999e-05,0,3.46579e-06,5.642,6.55971,0.251146,-0.0799992,2.17005e-06,-1.0391e-06,-3.54317e-07,6.26475e-08,1,-12,0.621429,-0.200061,36,2
1.38003e-05,0,3.46598e-06,5.64206,6.5582,0.251153,-0.0799992,1.60085e-06,-8.62949e-07,-3.31137e-09,1.06501e-07,1,-11.25,0.621429,-0.200061,37,2
1.38007e-05,0,3.46615e-06,5.64206,6.55944,0.251158,-0.0799978,8.77422e-07,-7.9827e-07,-0.00065524,0.000414269,1,-10.5,0.621429,-0.200061,38,2
1.3801e-05,0,3.46581e-06,5.64342,6.54166,0.251128,-0.0799954,7.43264e-07,-1.3028e-06,0.000789741,-0.000749063,0.999999,-9.75179,0.225946,-0.20006,39,2
1.38007e-05,0,3.46577e-06,5.64198,6.56752,0.25113,-0.0799951,1.96185e-07,-9.61053e-07,0.000987458,-5.16535e-06,1,-9.75,0.423214,-0.200062,40,2
1.38007e-05,0,3.46577e-06,5.64333,6.53174,0.25113,-0.0799951,1.97347e-07,-1.05801e-06,0.00118198,-4.21963e-06,0.999999,-9.75176,0.423214,-0.200059,41,2
1.38005e-05,0,3.46582e-06,5.64331,6.52498,0.251138,-0.0799952,6.29507e-07,-2.7835e-07,0.000491,0.00185969,0.999998,-9.75174,0.620509,-0.200058,42,2
1.38005e-05,0,3.46582e-06,5.64197,6.56032,0.251138,-0.0799952,6.30671e-07,-1.77555e-07,0.000656046,-0.000414242,1,-9.75,0.621429,-0.200061,43,2
1.38007e-05,0,3.46615e-06,5.64339,6.52415,0.251158,-0.0799977,8.74998e-07,-8.92894e-07,-0.000657098,0.000620853,1,-10.4983,0.620511,-0.200058,44,2
1.3801e-05,0,3.4659e-06,5.64348,6.52507,0.251134,-0.0799976,6.3115e-07,-5.45027e-07,-0.000491046,-0.00186571,0.999998,-10.4983,0.225919,-0.200058,45,2
1.38004e-05,0,3.46566e-06,5.64189,6.57489,0.251127,-0.0799942,5.6561e-07,-8.10769e-07,1.457e-06,-6.06428e-06,1,-9.375,0.423214,-0.200063,46,2
1.38009e-05,0,3.46575e-06,5.642,6.58996,0.251126,-0.0799945,1.04653e-06,-8.20039e-07,1.62919e-06,7.77187e-06,1,-9.375,0.225,-0.200064,47,2
1.37995e-05,0,3.46552e-06,5.64161,6.58066,0.251133,-0.0799916,1.78274e-06,-2.37164e-07,5.5631e-07,-2.6312e-06,1,-8.625,0.423214,-0.200063,48,2
1.38e-05,0,3.46559e-06,5.64179,6.58063,0.251129,-0.0799932,1.33941e-06,-4.80146e-07,5.82801e-07,-5.38769e-06,1,-9,0.423214,-0.200063,49,2
1.38004e-05,0,3.46568e-06,5.64166,6.58727,0.251128,-0.0799917,1.44862e-06,-1.89994e-07,-6.62273e-09,1.56917e-06,1,-8.625,0.225,-0.200064,50,2
1.38007e-05,0,3.46572e-06,5.64192,6.59275,0.251127,-0.0799934,1.39961e-06,5.79473e-08,3.24514e-07,7.12452e-06,1,-9,0.225,-0.200065,51,2
1.37982e-05,0,3.46535e-06,5.64089,6.60675,0.251146,-0.0799848,2.03035e-06,-2.59807e-07,8.04e-06,4.3728e-06,1,-7.875,0.423214,-0.200066,52,2
1.37989e-05,0,3.46544e-06,5.64129,6.58515,0.251139,-0.0799887,2.00998e-06,-1.46481e-07,3.63588e-06,1.46595e-06,1,-8.25,0.423214,-0.200064,53,2
1.37995e-05,0,3.46554e-06,5.6409,6.59712,0.251135,-0.0799848,1.36523e-06,-8.07512e-07,7.27177e-06,-9.80464e-06,1,-7.875,0.225,-0.200065,54,2
1.38e-05,0,3.46562e-06,5.6413,6.58279,0.251131,-0.0799888,1.37339e-06,-5.41578e-07,2.6226e-06,-5.84591e-06,1,-8.25,0.225,-0.200064,55,2
1.37999e-05,0,3.46559e-06,5.64195,6.57613,0.251132,-0.0799972,1.25283e-06,-1.16433e-06,-5.69555e-07,1.06501e-07,1,-14.25,1.01786,-0.200063,56,2
1.38002e-05,0,3.46563e-06,5.64196,6.57852,0.251129,-0.0799986,6.52211e-07,-1.08272e-06,-3.04646e-07,8.77066e-08,1,-15,1.01786,-0.200063,57,2
1.37993e-05,0,3.46554e-06,5.64194,6.56986,0.25114,-0.0799969,2.3674e-06,-1.2375e-06,-8.27842e-07,1.25295e-07,1,-13.5,1.01786,-0.200062,58,2
1.37988e-05,0,3.46558e-06,5.64196,6.56365,0.25115,-0.079998,3.19949e-06,-1.20075e-06,-6.5234e-07,1.37825e-07,1,-12.75,1.01786,-0.200062,59,2
1.3799e-05,0,3.46577e-06,5.64199,6.56033,0.251162,-0.0799994,3.29098e-06,-1.08904e-06,-2.98023e-07,1.69148e-07,1,-12,1.01786,-0.200061,60,2
1.37996e-05,0,3.46608e-06,5.64203,6.55939,0.251173,-0.0799998,2.35683e-06,-8.79167e-07,2.98023e-08,2.44325e-07,1,-11.25,1.01786,-0.200061,61,2
1.38003e-05,0,3.46637e-06,5.64203,6.56114,0.251181,-0.0799981,1.13078e-06,-6.31416e-07,-0.000654389,0.000411826,1,-10.5,1.01786,-0.200061,62,2
1.38005e-05,0,3.46583e-06,5.64331,6.52499,0.251138,-0.0799952,6.33009e-07,-2.77943e-07,0.000982637,-0.000925508,0.999999,-9.75174,0.622348,-0.200058,63,2
1.38002e-05,0,3.46575e-06,5.64196,6.5667,0.251138,-0.0799948,1.07206e-06,-1.80384e-07,0.00098319,2.45064e-06,1,-9.75,0.819643,-0.200062,64,2
1.38002e-05,0,3.46575e-06,5.64331,6.53098,0.251138,-0.0799948,1.07227e-06,-2.81633e-07,0.000983829,1.73331e-06,1,-9.75176,0.819643,-0.200059,65,2
1.38e-05,0,3.46585e-06,5.64329,6.53326,0.251148,-0.0799948,9.67511e-07,-6.52238e-07,0.000492605,0.00185821,0.999998,-9.75176,1.01692,-0.200059,66,2
1.38e-05,0,3.46585e-06,5.64194,6.56913,0.251148,-0.0799948,9.66651e-07,-5.53094e-07,0.000656324,-0.000413527,1,-9.75,1.01786,-0.200062,67,2
1.38003e-05,0,3.46637e-06,5.64337,6.52576,0.251181,-0.079998,1.13075e-06,-7.26892e-07,-0.000784315,0.000742384,0.999999,-10.4983,1.01694,-0.200058,68,2
1.38007e-05,0,3.46615e-06,5.64339,6.52416,0.251158,-0.0799977,8.78494e-07,-8.92488e-07,-0.000392796,-0.00148512,0.999999,-10.4983,0.622346,-0.200058,69,2
1.37997e-05,0,3.46551e-06,5.64187,6.56847,0.25113,-0.0799936,1.49228e-06,-1.06185e-07,8.47711e-07,1.77919e-06,1,-9.375,0.819643,-0.200062,70,2
1.38e-05,0,3.46558e-06,5.64184,6.56361,0.251128,-0.0799939,9.52653e-07,-1.30584e-07,1.19209e-06,-1.46595e-06,1,-9.375,0.621429,-0.200062,71,2
1.37978e-05,0,3.46522e-06,5.64161,6.57671,0.251144,-0.0799911,2.9702e-06,-6.52551e-08,2.15901e-06,1.25295e-08,1,-8.625,0.819643,-0.200063,72,2
1.37988e-05,0,3.46538e-06,5.64175,6.57149,0.251136,-0.0799925,2.19737e-06,-1.11904e-07,1.09937e-06,9.27183e-07,1,-9,0.819643,-0.200063,73,2
1.37986e-05,0,3.46536e-06,5.64159,6.57589,0.251138,-0.0799914,2.32503e-06,-3.95636e-08,2.22524e-06,-1.87943e-07,1,-8.625,0.621429,-0.200063,74,2
1.37994e-05,0,3.46548e-06,5.64172,6.56955,0.251133,-0.0799928,1.64831e-06,-2.55995e-07,1.27819e-06,-1.51607e-06,1,-9,0.621429,-0.200062,75,2
1.37955e-05,0,3.46497e-06,5.64094,6.61054,0.251168,-0.0799849,2.99055e-06,-4.85029e-07,8.11948e-06,-2.65625e-06,1,-7.875,0.819643,-0.200067,76,2
1.37966e-05,0,3.46508e-06,5.64134,6.58681,0.251154,-0.0799886,3.31278e-06,-1.45011e-07,4.64254e-06,-1.37825e-06,1,-8.25,0.819643,-0.200064,77,2
1.37968e-05,0,3.46516e-06,5.64088,6.61611,0.251157,-0.0799848,2.53024e-06,-3.14141e-07,8.48373e-06,1.3156e-06,1,-7.875,0.621429,-0.200067,78,2
1.37977e-05,0,3.46525e-06,5.6413,6.5891,0.251146,-0.0799887,2.64891e-06,-2.25413e-08,5.08626e-06,1.12766e-06,1,-8.25,0.621429,-0.200064,79,2
1.37994e-05,0,3.46552e-06,5.64193,6.57671,0.251135,-0.0799967,1.35749e-06,-1.16744e-06,-5.23196e-07,1.94207e-07,1,-14.25,1.41429,-0.200063,80,2
1.37999e-05,0,3.46557e-06,5.64194,6.57875,0.251131,-0.0799982,6.69018e-07,-1.09021e-06,-2.51664e-07,1.00236e-07,1,-15,1.41429,-0.200063,81,2
1.37985e-05,0,3.46544e-06,5.64193,6.57082,0.251145,-0.0799964,2.62635e-06,-1.23476e-06,-8.14597e-07,3.00708e-07,1,-13.5,1.41429,-0.200062,82,2
1.37979e-05,0,3.46548e-06,5.64195,6.56465,0.25116,-0.0799977,3.55131e-06,-1.20899e-06,-6.65585e-07,2.81914e-07,1,-12.75,1.41429,-0.200062,83,2
1.3798e-05,0,3.46572e-06,5.64196,6.56119,0.251176,-0.0799997,3.66281e-06,-1.12704e-06,-3.07957e-07,1.87943e-07,1,-12,1.41429,-0.200061,84,2
1.37988e-05,0,3.46614e-06,5.64198,6.56024,0.251191,-0.0800004,2.6886e-06,-9.01815e-07,4.30478e-08,1.37825e-07,1,-11.25,1.41429,-0.200061,85,2
1.37998e-05,0,3.46657e-06,5.64199,6.56185,0.251204,-0.0799984,1.34722e-06,-5.91893e-07,-0.000654912,0.000413702,1,-10.5,1.41429,-0.200062,86,2
1.38e-05,0,3.46585e-06,5.64329,6.53325,0.251148,-0.0799948,9.66895e-07,-6.53655e-07,0.000983593,-0.000930821,0.999999,-9.75176,1.01879,-0.200059,87,2
1.37998e-05,0,3.46602e-06,5.6419,6.56748,0.251164,-0.0799941,9.1438e-07,-4.39069e-07,0.000983224,-7.35218e-07,1,-9.75,1.21607,-0.200062,88,2
1.37998e-05,0,3.46603e-06,5.64325,6.53171,0.251164,-0.0799941,9.1496e-07,-5.40411e-07,0.000983373,-5.34634e-07,1,-9.75176,1.21607,-0.200059,89,2
1.37998e-05,0,3.46638e-06,5.64324,6.53063,0.25119,-0.0799942,1.03606e-06,-4.36608e-07,0.000492528,0.0018603,0.999998,-9.75176,1.41336,-0.200059,90,2
1.37998e-05,0,3.46638e-06,5.64189,6.56633,0.25119,-0.0799942,1.03613e-06,-3.35031e-07,0.000656226,-0.000413381,1,-9.75,1.41429,-0.200062,91,2
1.37999e-05,0,3.46657e-06,5.64333,6.52643,0.251203,-0.0799984,1.34564e-06,-6.89089e-07,-0.000786414,0.000743981,0.999999,-10.4983,1.41336,-0.200058,92,2
1.38003e-05,0,3.46637e-06,5.64337,6.52576,0.251181,-0.079998,1.13014e-06,-7.28291e-07,-0.000392837,-0.00148939,0.999999,-10.4983,1.01878,-0.200058,93,2
1.37991e-05,0,3.46558e-06,5.6418,6.5703,0.251146,-0.0799927,1.67093e-06,-4.26721e-07,7.41747e-07,-4.26003e-07,1,-9.375,1.21607,-0.200062,94,2
1.37993e-05,0,3.46545e-06,5.64183,6.57182,0.251132,-0.0799932,1.67169e-06,-4.36568e-07,6.2916e-07,3.13237e-07,1,-9.375,1.01786,-0.200063,95,2
1.37963e-05,0,3.46497e-06,5.64162,6.57651,0.251152,-0.0799903,4.19386e-06,-6.48477e-08,1.43051e-06,1.12766e-07,1,-8.625,1.21607,-0.200063,96,2
1.37978e-05,0,3.4652e-06,5.6417,6.57321,0.251141,-0.0799914,3.02499e-06,-2.61951e-07,9.00692e-07,6.26475e-08,1,-9,1.21607,-0.200063,97,2
1.3797e-05,0,3.46509e-06,5.64162,6.57638,0.251148,-0.0799908,3.61699e-06,-7.25161e-08,1.62257e-06,-2.5059e-07,1,-8.625,1.01786,-0.200063,98,2
1.37983e-05,0,3.46528e-06,5.64173,6.5729,0.251139,-0.079992,2.70291e-06,-2.02905e-07,7.94729e-07,1.50354e-07,1,-9,1.01786,-0.200063,99,2
1.3793e-05,0,3.46461e-06,5.64108,6.60167,0.251186,-0.0799856,4.15787e-06,-2.42693e-07,7.24528e-06,-1.5286e-06,1,-7.875,1.21607,-0.200066,100,2
1.37946e-05,0,3.46476e-06,5.64143,6.58326,0.251167,-0.0799886,4.73535e-06,-3.26401e-08,3.49018e-06,-3.63356e-07,1,-8.25,1.21607,-0.200064,101,2
1.37942e-05,0,3.46479e-06,5.64101,6.60463,0.251177,-0.0799852,3.61722e-06,-3.46899e-07,7.72873e-06,-2.10496e-06,1,-7.875,1.01786,-0.200066,102,2
1.37956e-05,0,3.46491e-06,5.64138,6.58385,0.251161,-0.0799886,4.04715e-06,-8.3869e-08,3.94715e-06,-1.11513e-06,1,-8.25,1.01786,-0.200064,103,2
1.3799e-05,0,3.46546e-06,5.64189,6.57748,0.251137,-0.0799962,1.22195e-06,-1.18191e-06,-4.37101e-07,1.87943e-07,1,-14.25,1.81071,-0.200063,104,2
1.37996e-05,0,3.46553e-06,5.64191,6.57894,0.251132,-0.0799978,5.76981e-07,-1.10298e-06,-1.78814e-07,1.00236e-07,1,-15,1.81071,-0.200063,105,2
1.37979e-05,0,3.46534e-06,5.6419,6.57235,0.25115,-0.0799958,2.42755e-06,-1.24614e-06,-7.81483e-07,3.25767e-07,1,-13.5,1.81071,-0.200063,106,2
1.3797e-05,0,3.46537e-06,5.64193,6.56611,0.251168,-0.0799975,3.34316e-06,-1.2162e-06,-7.21879e-07,2.88179e-07,1,-12.75,1.81071,-0.200062,107,2
1.3797e-05,0,3.46564e-06,5.64194,6.56189,0.251189,-0.08,3.54333e-06,-1.15065e-06,-3.90742e-07,1.06501e-07,1,-12,1.81071,-0.200062,108,2
1.37979e-05,0,3.46617e-06,5.64195,6.56038,0.251209,-0.0800011,2.73433e-06,-9.53069e-07,2.31796e-08,-5.0118e-08,1,-11.25,1.81071,-0.200061,109,2
1.37993e-05,0,3.46674e-06,5.64194,6.56201,0.251225,-0.0799989,1.44849e-06,-6.5915e-07,-0.000654902,0.000413081,1,-10.5,1.81071,-0.200062,110,2
1.37998e-05,0,3.46638e-06,5.64324,6.53063,0.25119,-0.0799942,1.03574e-06,-4.41213e-07,0.000985175,-0.000930028,0.999999,-9.75176,1.41521,-0.200059,111,2
1.37996e-05,0,3.46633e-06,5.64181,6.56786,0.25119,-0.0799934,1.08993e-06,-5.0793e-07,0.000985564,3.59356e-07,1,-9.75,1.6125,-0.200062,112,2
1.37996e-05,0,3.46633e-06,5.64316,6.53206,0.25119,-0.0799934,1.08931e-06,-6.13456e-07,0.00098504,2.87773e-08,1,-9.75176,1.6125,-0.200059,113,2
1.37996e-05,0,3.46643e-06,5.64314,6.53108,0.251199,-0.0799937,8.71591e-07,-6.13304e-07,0.000492005,0.00185906,0.999998,-9.75176,1.80978,-0.200059,114,2
1.37996e-05,0,3.46643e-06,5.64179,6.56681,0.251198,-0.0799936,8.71179e-07,-5.08111e-07,0.000656548,-0.000413282,1,-9.75,1.81071,-0.200062,115,2
1.37993e-05,0,3.46674e-06,5.64327,6.52657,0.251225,-0.0799989,1.4461e-06,-7.60526e-07,-0.000785757,0.00074367,0.999999,-10.4983,1.80979,-0.200058,116,2
1.37999e-05,0,3.46657e-06,5.64332,6.52643,0.251204,-0.0799984,1.34533e-06,-6.9366e-07,-0.000392685,-0.00148831,0.999999,-10.4983,1.41521,-0.200058,117,2
1.37987e-05,0,3.46569e-06,5.64172,6.57111,0.25116,-0.0799915,1.80482e-06,-4.38555e-07,1.09937e-06,4.76121e-07,1,-9.375,1.6125,-0.200063,118,2
1.37989e-05,0,3.46572e-06,5.64177,6.56968,0.251159,-0.079992,1.80429e-06,-3.17593e-07,9.47052e-07,3.13238e-07,1,-9.375,1.41429,-0.200062,119,2
1.37952e-05,0,3.46479e-06,5.64157,6.57883,0.251158,-0.0799892,4.77209e-06,-1.24913e-07,1.13249e-06,9.77301e-07,1,-8.625,1.6125,-0.200063,120,2
1.37971e-05,0,3.46507e-06,5.64162,6.57533,0.251145,-0.07999,3.27465e-06,-3.04241e-07,1.14573e-06,9.89831e-07,1,-9,1.6125,-0.200063,121,2
1.37957e-05,0,3.46487e-06,5.64161,6.57735,0.251155,-0.0799898,4.59069e-06,-8.1029e-08,1.32455e-06,5.38769e-07,1,-8.625,1.41429,-0.200063,122,2
1.37974e-05,0,3.46513e-06,5.64167,6.57352,0.251143,-0.0799907,3.21035e-06,-2.4379e-07,1.03315e-06,5.63828e-07,1,-9,1.41429,-0.200063,123,2
1.37914e-05,0,3.46439e-06,5.64124,6.59531,0.251199,-0.0799869,4.99089e-06,-4.86543e-08,5.61608e-06,-1.22789e-06,1,-7.875,1.6125,-0.200065,124,2
1.37932e-05,0,3.46453e-06,5.64148,6.58328,0.251176,-0.0799885,5.60852e-06,4.39e-08,2.3312e-06,3.25767e-07,1,-8.25,1.6125,-0.200064,125,2
1.37921e-05,0,3.46448e-06,5.64115,6.59793,0.251193,-0.0799862,4.62682e-06,-1.83099e-07,6.53002e-06,-1.60378e-06,1,-7.875,1.41429,-0.200065,126,2
1.37938e-05,0,3.46463e-06,5.64146,6.58296,0.251172,-0.0799885,5.27872e-06,-2.13627e-08,2.92063e-06,-1.87943e-07,1,-8.25,1.41429,-0.200064,127,2
1.37987e-05,0,3.4654e-06,5.64186,6.57817,0.251139,-0.0799957,9.48015e-07,-1.19774e-06,-3.70873e-07,1.44089e-07,1,-14.25,2.20714,-0.200063,128,2
1.37994e-05,0,3.46549e-06,5.64189,6.57916,0.251134,-0.0799975,4.51901e-07,-1.11539e-06,-1.25832e-07,7.5177e-08,1,-15,2.20714,-0.200063,129,2
1.37973e-05,0,3.46526e-06,5.64187,6.57368,0.251154,-0.0799953,1.85558e-06,-1.25883e-06,-7.58304e-07,2.19266e-07,1,-13.5,2.20714,-0.200063,130,2
1.37962e-05,0,3.46526e-06,5.64191,6.5672,0.251175,-0.0799972,2.50899e-06,-1.21833e-06,-7.9804e-07,1.44089e-07,1,-12.75,2.20714,-0.200062,131,2
1.37959e-05,0,3.46554e-06,5.64195,6.56198,0.251201,-0.0800001,2.64571e-06,-1.1598e-06,-5.00017e-07,-4.38533e-08,1,-12,2.20714,-0.200062,132,2
1.3797e-05,0,3.46616e-06,5.64195,6.55961,0.251226,-0.0800017,2.09821e-06,-9.85282e-07,-2.31796e-08,-1.94207e-07,1,-11.25,2.20714,-0.200061,133,2
1.37987e-05,0,3.46687e-06,5.64191,6.56126,0.251246,-0.0799994,1.17324e-06,-7.02776e-07,-0.000655678,0.00041236,1,-10.5,2.20714,-0.200062,134,2
1.37996e-05,0,3.46643e-06,5.64314,6.53107,0.251199,-0.0799937,8.71403e-07,-6.1628e-07,0.000983009,-0.00092942,0.999999,-9.75176,1.81164,-0.200059,135,2
1.37994e-05,0,3.46662e-06,5.64173,6.56735,0.251215,-0.0799929,8.08168e-07,-4.59961e-07,0.000983263,2.1482e-07,1,-9.75,2.00893,-0.200062,136,2
1.37994e-05,0,3.46662e-06,5.64308,6.53158,0.251215,-0.0799929,8.08625e-07,-5.68724e-07,0.000982559,1.47818e-07,1,-9.75176,2.00893,-0.200059,137,2
1.37994e-05,0,3.46695e-06,5.64308,6.53189,0.251239,-0.0799933,7.00625e-07,-6.24893e-07,0.000491555,0.00185915,0.999998,-9.75176,2.20621,-0.200059,138,2
1.37994e-05,0,3.46695e-06,5.64173,6.56768,0.251239,-0.0799933,6.99766e-07,-5.16656e-07,0.000655478,-0.000413543,1,-9.75,2.20714,-0.200062,139,2
1.37987e-05,0,3.46687e-06,5.64324,6.52586,0.251246,-0.0799994,1.17183e-06,-8.06747e-07,-0.000785882,0.00074468,0.999999,-10.4983,2.20622,-0.200058,140,2
1.37993e-05,0,3.46674e-06,5.64327,6.52657,0.251225,-0.0799989,1.44592e-06,-7.63478e-07,-0.000392417,-0.00148755,0.999999,-10.4983,1.81164,-0.200058,141,2
1.37985e-05,0,3.46599e-06,5.64163,6.5722,0.251186,-0.0799903,1.33084e-06,-3.77425e-07,1.67555e-06,4.00944e-07,1,-9.375,2.00893,-0.200063,142,2
1.37986e-05,0,3.46566e-06,5.64167,6.57199,0.251161,-0.0799908,1.54261e-06,-4.58472e-07,1.43051e-06,4.51062e-07,1,-9.375,1.81071,-0.200063,143,2
1.37943e-05,0,3.46463e-06,5.64146,6.58508,0.251163,-0.0799878,4.36433e-06,-3.47344e-07,1.08613e-06,1.32813e-06,1,-8.625,2.00893,-0.200064,144,2
1.37966e-05,0,3.46515e-06,5.64151,6.57996,0.25116,-0.0799883,2.70422e-06,-3.83395e-07,1.6888e-06,9.39713e-07,1,-9,2.00893,-0.200063,145,2
1.37948e-05,0,3.46471e-06,5.64151,6.58149,0.251161,-0.0799886,4.69926e-06,-2.17881e-07,1.04639e-06,1.36572e-06,1,-8.625,1.81071,-0.200064,146,2
