nut,yPlus,k,p_rgh,p,omega,U0,U1,U2,Normals0,Normals1,Normals2,Points0,Points1,Points2,vtkOriginalIndices,vtkCompositeIndexArray
7.20482e-05,0,2.27229e-05,7.32972,28.488,0.313515,-0.224626,0.0017788,-0.000314472,0.00162472,-0.0012054,0.999998,-9.81342,0.258522,-0.202114,39,2
6.75186e-05,0,2.15722e-05,7.35675,29.6839,0.318471,-0.224736,0.00255024,0.000172025,0.00199745,-0.00118953,0.999997,-9.75,0.423214,-0.202225,40,2
6.5533e-05,0,2.07985e-05,7.32788,27.9265,0.315908,-0.22473,0.0025466,-0.000304304,0.00178729,-0.00158667,0.999997,-9.81172,0.423214,-0.202057,41,2
5.78278e-05,0,1.81668e-05,7.33005,24.1011,0.312691,-0.224543,0.00303624,-0.00020779,0.000848185,-0.000827478,0.999999,-9.80013,0.594933,-0.201671,42,2
5.82969e-05,0,1.84068e-05,7.35332,24.7049,0.314288,-0.224528,0.00309984,0.000177021,0.00124459,-0.0025507,0.999996,-9.75,0.621429,-0.201724,43,2
4.64024e-05,0,1.3766e-05,7.25943,21.7971,0.295995,-0.223307,0.00207958,-0.000210643,0.000349184,-0.000662163,1,-10.4566,0.598514,-0.201445,44,2
5.42914e-05,0,1.62111e-05,7.27643,23.4552,0.297962,-0.223786,0.00141112,-0.000252495,0.000574344,-0.00199717,0.999998,-10.4517,0.250544,-0.201611,45,2
7.75379e-05,0,2.56757e-05,7.34318,33.9586,0.33026,-0.22448,0.00271491,0.000216899,0.00117052,-0.00161816,0.999998,-9.375,0.423214,-0.202657,46,2
9.0433e-05,0,2.98422e-05,7.3543,35.5515,0.329099,-0.224049,0.00175683,0.000249433,0.00124352,-0.00084544,0.999999,-9.375,0.225,-0.202816,47,2
0.000105845,0,3.888e-05,7.2409,43.1992,0.365888,-0.22238,0.00364472,0.000226797,0.00108685,-0.00185284,0.999998,-8.625,0.423214,-0.203598,48,2
9.09737e-05,0,3.16402e-05,7.29731,38.4968,0.34665,-0.223595,0.00303716,0.0002644,0.00122383,-0.0015879,0.999998,-9,0.423214,-0.203118,49,2
0.000126715,0,4.63504e-05,7.25652,44.0548,0.364218,-0.22112,0.00241338,0.000260141,0.00110886,-0.00171018,0.999998,-8.625,0.225,-0.203683,50,2
0.0001075,0,3.72106e-05,7.31193,39.5925,0.344932,-0.222702,0.00194227,0.000285375,0.00122988,-0.00137306,0.999998,-9,0.225,-0.203228,51,2
0.000136671,0,5.63472e-05,7.25171,47.1934,0.410343,-0.21959,0.00581186,0.00013692,-0.000854944,-0.00319416,0.999995,-7.875,0.423214,-0.204001,52,2
0.000121391,0,4.72393e-05,7.22583,47.404,0.387427,-0.221036,0.00463697,0.000178816,0.000414927,-0.00236768,0.999997,-8.25,0.423214,-0.204023,53,2
0.000168479,0,6.97763e-05,7.29044,47.3868,0.412094,-0.217899,0.0041626,0.000357205,-0.000584813,-0.00124377,0.999999,-7.875,0.225,-0.204017,54,2
0.000147395,0,5.7297e-05,7.24944,47.5293,0.386858,-0.219531,0.00321826,0.000297155,0.000465737,-0.00167412,0.999999,-8.25,0.225,-0.204034,55,2
3.52913e-05,0,9.94037e-06,7.0147,22.1603,0.281666,-0.220008,8.85222e-06,-3.70669e-05,-2.28716e-05,-2.36119e-05,1,-14.25,1.01786,-0.2015,56,2
3.52691e-05,0,9.9319e-06,7.01318,22.3685,0.281603,-0.22003,1.62375e-05,-3.65077e-05,-3.32726e-05,-1.60378e-06,1,-15,1.01786,-0.201521,57,2
3.53703e-05,0,9.96995e-06,7.01137,22.0814,0.281873,-0.219951,-3.73132e-05,-4.4209e-05,6.37604e-05,-5.7241e-05,1,-13.5,1.01786,-0.201492,58,2
3.55641e-05,0,1.00407e-05,6.99833,23.0421,0.282326,-0.219791,-0.000100765,-6.30124e-05,0.000165416,-2.85986e-05,1,-12.75,1.01786,-0.20159,59,2
3.60311e-05,0,1.02088e-05,7.00364,24.3551,0.283323,-0.219865,3.14506e-05,-6.71572e-05,4.16901e-05,9.82689e-05,1,-12,1.01786,-0.201722,60,2
3.71374e-05,0,1.06085e-05,7.07309,23.5474,0.28559,-0.220713,0.00073178,-2.54814e-05,-0.000380241,0.000146345,1,-11.25,1.01786,-0.201634,61,2
3.96047e-05,0,1.15218e-05,7.2299,19.2776,0.290598,-0.22241,0.00209407,9.06951e-05,-0.000950777,-0.000289576,0.999999,-10.5,1.01786,-0.20119,62,2
5.66838e-05,0,1.77991e-05,7.32277,23.2097,0.312113,-0.224401,0.00309593,-0.000117503,0.000872118,-0.00323056,0.999994,-9.79745,0.646507,-0.201582,63,2
5.16561e-05,0,1.61116e-05,7.36048,19.3555,0.310919,-0.224345,0.00355934,0.000185604,0.0010174,-0.00285679,0.999995,-9.75,0.819643,-0.201185,64,2
5.10239e-05,0,1.58543e-05,7.33834,18.8742,0.309591,-0.224262,0.00352079,-2.23917e-05,0.000516328,-0.00218675,0.999997,-9.78427,0.819643,-0.201142,65,2
4.43153e-05,0,1.33974e-05,7.35641,14.4296,0.301731,-0.223996,0.00362889,7.5706e-05,-0.000220668,-0.000936547,1,-9.77076,1.00689,-0.200692,66,2
4.43446e-05,0,1.34207e-05,7.37029,14.4261,0.302037,-0.224034,0.00366861,0.000200171,8.89757e-05,-0.00228499,0.999997,-9.75,1.01786,-0.200688,67,2
3.99585e-05,0,1.16464e-05,7.21836,18.9542,0.291128,-0.222499,0.00215667,-0.000114484,-0.000785644,-0.000787714,0.999999,-10.4651,0.99943,-0.201162,68,2
4.53326e-05,0,1.3417e-05,7.25264,21.0106,0.295378,-0.223176,0.00212433,-0.000132665,-8.15454e-05,-0.00250819,0.999997,-10.459,0.643094,-0.201366,69,2
5.7557e-05,0,1.85979e-05,7.34471,21.0308,0.321925,-0.224419,0.0040986,0.000207394,0.000535742,-0.00369906,0.999993,-9.375,0.819643,-0.201355,70,2
6.79473e-05,0,2.24433e-05,7.33302,29.0082,0.329207,-0.224584,0.00358533,0.000195049,0.00103714,-0.00309936,0.999995,-9.375,0.621429,-0.202159,71,2
7.47688e-05,0,2.67462e-05,7.26072,23.6789,0.355584,-0.223658,0.00584679,0.000355272,0.000179349,-0.00466463,0.999989,-8.625,0.819643,-0.20163,72,2
6.57709e-05,0,2.23219e-05,7.30761,23.111,0.337731,-0.224156,0.00490666,0.000277919,0.000467813,-0.00434033,0.99999,-9,0.819643,-0.201568,73,2
9.09267e-05,0,3.34482e-05,7.25057,35.8683,0.366106,-0.223321,0.00502008,0.000222069,0.000598484,-0.00501274,0.999987,-8.625,0.621429,-0.202858,74,2
7.89461e-05,0,2.74649e-05,7.29374,33.0963,0.346482,-0.224122,0.00420146,0.000228081,0.000929508,-0.003905,0.999992,-9,0.621429,-0.202575,75,2
9.17641e-05,0,3.62444e-05,7.19687,23.294,0.391641,-0.221897,0.00759057,0.000513665,-0.000186219,-0.0029171,0.999996,-7.875,0.819643,-0.201598,76,2
8.3745e-05,0,3.15524e-05,7.21127,23.4453,0.374079,-0.222908,0.0067502,0.000402777,-6.07346e-05,-0.00440095,0.99999,-8.25,0.819643,-0.201612,77,2
0.000114361,0,4.69339e-05,7.2216,35.0974,0.407962,-0.221072,0.00708194,0.000151632,-0.00110252,-0.00626187,0.99998,-7.875,0.621429,-0.202785,78,2
0.000103057,0,4.01044e-05,7.21691,37.2765,0.387041,-0.222276,0.00601397,0.00015394,-8.34507e-05,-0.00611041,0.999981,-8.25,0.621429,-0.203004,79,2
3.52694e-05,0,9.93343e-06,7.01674,22.0889,0.281644,-0.220018,2.50823e-05,-3.41281e-05,-4.46538e-05,-9.43472e-06,1,-14.25,1.41429,-0.201493,80,2
3.52571e-05,0,9.92825e-06,7.01303,22.4099,0.281595,-0.220027,2.0917e-05,-3.58516e-05,-4.66903e-05,1.41333e-05,1,-15,1.41429,-0.201525,81,2
3.53118e-05,0,9.95105e-06,7.01495,21.7746,0.281805,-0.219991,-7.82599e-06,-3.98027e-05,4.45479e-05,-6.37251e-05,1,-13.5,1.41429,-0.201461,82,2
3.54055e-05,0,9.98909e-06,6.99627,22.7523,0.282133,-0.219818,-0.000114691,-6.48376e-05,0.000196275,-9.61765e-05,1,-12.75,1.41429,-0.201561,83,2
3.56031e-05,0,1.00678e-05,6.98234,24.6728,0.282776,-0.219714,-0.000155141,-8.75153e-05,0.000137667,-7.21699e-06,1,-12,1.41429,-0.201756,84,2
3.60271e-05,0,1.02362e-05,7.02076,24.7674,0.284115,-0.220182,0.000272701,-5.46181e-05,-0.000359399,0.000221071,1,-11.25,1.41429,-0.201762,85,2
3.69281e-05,0,1.05983e-05,7.16805,19.3682,0.286943,-0.221594,0.00155912,7.61564e-05,-0.00137817,0.000465876,0.999999,-10.5,1.41429,-0.201205,86,2
4.40447e-05,0,1.33039e-05,7.35671,14.1692,0.301375,-0.223938,0.00359365,0.000135693,-0.000344624,-0.00258366,0.999997,-9.76997,1.02841,-0.200666,87,2
4.07335e-05,0,1.213e-05,7.39452,9.89152,0.297557,-0.223921,0.00378954,0.000253842,1.94425e-05,-0.00193346,0.999998,-9.75,1.21607,-0.20023,88,2
4.06889e-05,0,1.21113e-05,7.38937,9.87248,0.297419,-0.223889,0.00375893,0.000230831,-0.000522632,-0.00129934,0.999999,-9.75687,1.21607,-0.200229,89,2
3.87814e-05,0,1.13874e-05,7.38437,7.7203,0.293496,-0.223452,0.00341235,0.000288501,-0.0011384,0.00017836,0.999999,-9.75037,1.41409,-0.200012,90,2
3.87821e-05,0,1.13877e-05,7.38463,7.71953,0.2935,-0.223453,0.0034137,0.000289774,-0.00087514,-0.00105437,0.999999,-9.75,1.41429,-0.200012,91,2
3.70197e-05,0,1.06324e-05,7.16161,18.6735,0.287155,-0.221653,0.00160177,-3.12852e-05,-0.00168365,-5.55536e-05,0.999999,-10.4658,1.39622,-0.201139,92,2
3.94871e-05,0,1.14826e-05,7.21833,18.5331,0.29049,-0.222397,0.00209189,-1.42994e-05,-0.00108321,-0.00165039,0.999998,-10.4664,1.03561,-0.20112,93,2
4.27511e-05,0,1.29727e-05,7.39569,9.85487,0.30314,-0.224124,0.00418259,0.000257906,5.71057e-05,-0.00238393,0.999997,-9.375,1.21607,-0.200226,94,2
4.81913e-05,0,1.50386e-05,7.36986,14.6578,0.311274,-0.224263,0.00429469,0.00023795,0.000307982,-0.00282098,0.999996,-9.375,1.01786,-0.200711,95,2
4.90613e-05,0,1.57692e-05,7.27577,16.6752,0.320641,-0.223403,0.00500253,0.000289988,0.000641592,-0.00269018,0.999996,-8.625,1.21607,-0.200923,96,2
4.56655e-05,0,1.42313e-05,7.33958,13.2042,0.311132,-0.223902,0.00452951,0.000260052,0.000814118,-0.0025619,0.999996,-9,1.21607,-0.200568,97,2
5.90187e-05,0,1.99657e-05,7.24873,18.4036,0.336478,-0.223597,0.00549791,0.000457132,0.000430497,-0.00180092,0.999998,-8.625,1.01786,-0.2011,98,2
5.32753e-05,0,1.72723e-05,7.31747,16.7798,0.322931,-0.224022,0.0048553,0.000334403,0.000525181,-0.00253576,0.999997,-9,1.01786,-0.20093,99,2
5.61901e-05,0,1.92486e-05,7.25412,16.2191,0.341138,-0.221314,0.00683923,3.26138e-05,-0.00133001,-0.00691117,0.999975,-7.875,1.21607,-0.20088,100,2
5.26876e-05,0,1.74971e-05,7.23665,18.4485,0.331003,-0.222569,0.00573836,0.000239555,-4.3023e-05,-0.00387273,0.999992,-8.25,1.21607,-0.201105,101,2
7.0164e-05,0,2.57364e-05,7.17883,21.9461,0.363986,-0.221912,0.00697753,0.000474823,0.00015992,-0.00142648,0.999999,-7.875,1.01786,-0.201463,102,2
6.48655e-05,0,2.28969e-05,7.19454,19.7975,0.350659,-0.222927,0.00618572,0.000523518,0.000398079,-0.00111386,0.999999,-8.25,1.01786,-0.201245,103,2
3.52607e-05,0,9.93055e-06,7.01705,22.1169,0.281632,-0.220016,4.53151e-05,-3.48142e-05,-6.25319e-05,3.69558e-05,1,-14.25,1.81071,-0.201495,104,2
3.52517e-05,0,9.92661e-06,7.01275,22.5076,0.281592,-0.220017,2.13602e-05,-3.60279e-05,-4.91606e-05,4.97672e-05,1,-15,1.81071,-0.201535,105,2
3.52932e-05,0,9.9446e-06,7.01799,21.6045,0.281771,-0.220027,5.01006e-05,-3.86515e-05,-5.19223e-06,-3.73567e-05,1,-13.5,1.81071,-0.201444,106,2
3.53638e-05,0,9.97448e-06,7.00236,22.2916,0.282053,-0.2199,-7.1656e-05,-5.94011e-05,0.000149853,-0.000220181,1,-12.75,1.81071,-0.201514,107,2
3.54993e-05,0,1.00307e-05,6.97904,24.2152,0.282559,-0.21973,-0.000300721,-8.3772e-05,0.000175019,-0.00038641,1,-12,1.81071,-0.20171,108,2
3.57581e-05,0,1.0138e-05,6.98746,25.0863,0.283512,-0.219868,-0.000321823,-5.45974e-05,-0.000165409,-0.000217894,1,-11.25,1.81071,-0.201797,109,2
3.62419e-05,0,1.03409e-05,7.09129,20.9427,0.285315,-0.220751,0.000485967,4.43881e-05,-0.0013042,0.000223495,0.999999,-10.5,1.81071,-0.20137,110,2
3.87492e-05,0,1.13751e-05,7.38539,7.59979,0.293425,-0.22344,0.00340946,0.000293655,-0.00165603,-0.00148717,0.999998,-9.75,1.4223,-0.2,111,2
3.87802e-05,0,1.13869e-05,7.38443,7.72088,0.293493,-0.223451,0.00341172,0.000289962,-0.00152569,-0.00170195,0.999997,-9.75037,1.41448,-0.200012,112,2
3.62843e-05,0,1.03569e-05,7.09913,20.1861,0.285424,-0.2208,0.000581719,7.71454e-05,-0.00186874,0.000314968,0.999998,-10.4611,1.79013,-0.201298,113,2
3.71599e-05,0,1.07358e-05,7.33286,7.54862,0.288869,-0.222193,0.00253034,0.000343452,-0.00195565,0.00101852,0.999997,-9.77849,1.81071,-0.2,114,2
3.69081e-05,0,1.05908e-05,7.168,18.7235,0.2869,-0.221561,0.00154348,0.000104577,-0.00180827,-0.000493097,0.999998,-10.4657,1.43242,-0.201144,115,2
3.77711e-05,0,1.09853e-05,7.35866,7.57372,0.290752,-0.222845,0.00297901,0.000325584,-0.00188969,-0.000189477,0.999998,-9.89133,1.57515,-0.2,116,2
3.88303e-05,0,1.14088e-05,7.38619,7.60059,0.293669,-0.223467,0.00343745,0.000289204,-0.000994435,-0.00237842,0.999997,-9.73786,1.41429,-0.2,117,2
3.52526e-05,0,9.92798e-06,7.01431,22.402,0.281624,-0.219998,5.86576e-05,-3.85174e-05,-7.19759e-05,8.47182e-05,1,-14.25,2.20714,-0.201524,118,2
3.52469e-05,0,9.92531e-06,7.01009,22.7076,0.281594,-0.219997,1.7213e-05,-3.96224e-05,-3.19017e-05,8.13165e-05,1,-15,2.20714,-0.201556,119,2
3.52763e-05,0,9.93874e-06,7.02031,21.7515,0.28174,-0.22005,0.000100885,-3.61047e-05,-9.53144e-05,-9.16533e-06,1,-13.5,2.20714,-0.201458,120,2
3.53333e-05,0,9.96396e-06,7.01871,21.4526,0.281998,-0.220023,-2.32223e-05,-3.65416e-05,-7.5433e-06,-0.00030141,1,-12.75,2.20714,-0.201428,121,2
3.54478e-05,0,1.00137e-05,7.00697,21.8518,0.282491,-0.21991,-0.000376429,-4.1748e-05,0.000120474,-0.000539351,1,-12,2.20714,-0.20147,122,2
3.56633e-05,0,1.01073e-05,6.99742,22.1165,0.283405,-0.219838,-0.000654579,-4.08937e-05,0.000121428,-0.000243098,1,-11.25,2.20714,-0.201497,123,2
3.60277e-05,0,1.02656e-05,7.02383,21.4396,0.28493,-0.220068,-0.000186369,-6.98853e-05,-0.000571102,0.000883617,0.999999,-10.5,2.20714,-0.201427,124,2
3.68554e-05,0,1.0612e-05,7.26443,10.4332,0.287922,-0.221456,0.00216426,0.000187348,-0.000937232,0.00300414,0.999995,-9.75893,2.00893,-0.200298,125,2
3.71446e-05,0,1.07304e-05,7.33045,7.54625,0.288848,-0.222127,0.00254508,0.000330335,-0.0019038,0.00172411,0.999997,-9.75,1.84219,-0.2,126,2
3.68718e-05,0,1.06194e-05,7.26689,10.4081,0.287995,-0.221476,0.00219365,0.000196158,-0.00106868,0.00459478,0.999989,-9.75,2.00893,-0.200294,127,2
3.65958e-05,0,1.05105e-05,7.10887,19.059,0.287193,-0.220567,0.00136464,-0.000144043,-0.00049352,0.00373706,0.999993,-9.7855,2.18838,-0.201183,128,2
3.66366e-05,0,1.05301e-05,7.1037,19.5823,0.287411,-0.22056,0.00140679,-0.000135527,5.15312e-05,0.00329393,0.999995,-9.75,2.20714,-0.201232,129,2
3.60482e-05,0,1.02726e-05,7.03865,20.8212,0.284963,-0.220129,-6.71384e-05,-8.86822e-05,-0.00103495,0.00151696,0.999998,-10.459,2.18545,-0.201368,130,2
3.62375e-05,0,1.03388e-05,7.098,20.2613,0.285294,-0.22074,0.00052777,1.25678e-05,-0.00177158,0.000841061,0.999998,-10.4608,1.83142,-0.201306,131,2
3.7079e-05,0,1.07105e-05,7.31261,7.52852,0.288835,-0.221575,0.00286621,0.000238518,-0.00172755,0.00398571,0.999991,-9.57992,2.00893,-0.2,132,2
3.5246e-05,0,9.92592e-06,7.0098,22.8847,0.281619,-0.21997,4.58129e-05,-4.34669e-05,-7.47509e-05,7.92429e-05,1,-14.25,2.60357,-0.201573,133,2
3.52435e-05,0,9.92458e-06,7.00474,22.974,0.2816,-0.219973,7.86242e-06,-4.76269e-05,-7.00686e-06,5.71847e-05,1,-15,2.60357,-0.201583,134,2
3.52608e-05,0,9.93317e-06,7.02441,22.0059,0.281706,-0.220064,9.4538e-05,-2.53056e-05,-0.000197573,1.75476e-05,1,-13.5,2.60357,-0.201484,135,2
3.53107e-05,0,9.95646e-06,7.04339,20.181,0.281967,-0.220161,3.4964e-06,2.44658e-06,-0.000186099,-0.000219486,1,-12.75,2.60357,-0.201298,136,2
3.54307e-05,0,1.00117e-05,7.04246,18.9141,0.282571,-0.220118,-0.000301746,-4.76241e-06,0.000145429,-0.000370748,1,-12,2.60357,-0.201171,137,2
3.56578e-05,0,1.01156e-05,6.99205,20.9379,0.28368,-0.21984,-0.00052459,-8.43956e-05,0.000544382,6.93005e-05,1,-11.25,2.60357,-0.201379,138,2
3.60141e-05,0,1.02774e-05,6.91241,26.2819,0.285362,-0.219562,-0.0001245,-0.000197196,0.000674597,0.001869,0.999998,-10.5,2.60357,-0.201925,139,2
3.65822e-05,0,1.05063e-05,7.10534,19.3388,0.287185,-0.220557,0.00129949,-0.000395205,0.00161043,0.00333697,0.999993,-9.78636,2.22636,-0.201212,140,2
3.66492e-05,0,1.05503e-05,6.95657,30.5916,0.287863,-0.21997,0.00135729,-0.000449831,0.00191816,0.00525693,0.999984,-9.75,2.40536,-0.202354,141,2
3.65589e-05,0,1.05088e-05,6.98304,28.5804,0.287435,-0.220067,0.00116803,-0.000875743,0.00241028,0.00409153,0.999989,-9.8147,2.40536,-0.202157,142,2
3.64999e-05,0,1.0495e-05,6.9075,33.0001,0.287515,-0.219795,0.000929369,-0.000968225,0.00166395,0.00428817,0.999989,-9.8283,2.56219,-0.20261,143,2
3.65864e-05,0,1.05375e-05,6.8552,36.3624,0.287999,-0.2196,0.00112595,-0.000431225,0.00160416,0.00170372,0.999997,-9.75,2.60357,-0.202945,144,2
3.60307e-05,0,1.02826e-05,6.94306,25.3959,0.285375,-0.219701,-7.7379e-05,-0.000587889,0.000363495,0.0029954,0.999995,-10.4448,2.57441,-0.201839,145,2
3.60341e-05,0,1.02685e-05,7.03478,21.1393,0.284959,-0.22012,-0.000138237,-0.000379068,-0.000537418,7.30663e-05,1,-10.458,2.22935,-0.2014,146,2
3.69625e-05,0,1.06904e-05,6.95689,34.7499,0.289215,-0.220112,0.00217483,-0.000426284,0.000862929,0.00636837,0.999979,-9.375,2.40536,-0.202773,147,2
3.70393e-05,0,1.07064e-05,7.16199,18.1892,0.289048,-0.220751,0.00277431,-0.000102701,-0.000473948,0.00743723,0.999972,-9.375,2.20714,-0.201087,148,2
3.77731e-05,0,1.10624e-05,6.98849,41.118,0.292847,-0.220358,0.00356112,-0.000236165,0.000563405,0.00770575,0.99997,-8.625,2.40536,-0.203411,149,2
3.73568e-05,0,1.08695e-05,6.97858,38.3711,0.290953,-0.220262,0.00302759,-0.000282868,0.000685769,0.00748606,0.999972,-9,2.40536,-0.203135,150,2
3.79986e-05,0,1.11398e-05,7.24703,16.4174,0.293146,-0.220612,0.00513169,0.000106441,0.000294613,0.0125079,0.999922,-8.625,2.20714,-0.200901,151,2
3.7496e-05,0,1.09105e-05,7.21813,16.7168,0.290966,-0.22076,0.00420943,2.2833e-05,-9.0313e-05,0.0105619,0.999944,-9,2.20714,-0.200933,152,2
3.85766e-05,0,1.14478e-05,6.99157,41.1544,0.296723,-0.22031,0.0036984,-0.000686248,-0.00159186,0.00411291,0.99999,-7.875,2.40536,-0.203414,153,2
