Normals0,Normals1,Normals2,Points0,Points1,Points2,vtkOriginalIndices,vtkCompositeIndexArray
2.33516e-05,0.00388805,0.999992,-6.75,3,-0.202375,1590,2
-0.000177952,0.00361168,0.999994,-6.375,3,-0.202348,1591,2
-0.000415801,0.00240889,0.999997,-6,3,-0.202188,1592,2
-0.000615,9.28452e-07,1,-5.625,3,-0.201823,1593,2
0.000455168,-0.00235228,0.999997,-4.88981,2.90089,-0.200987,1594,2
-0.00267379,-0.000267826,0.999996,-5.23064,2.98977,-0.201291,1595,2
-0.00161796,-0.00581281,0.999982,-5.2258,2.81457,-0.201613,1596,2
-0.000336306,0.00222368,0.999997,-4.8889,2.99265,-0.200926,1597,2
0.000668823,-0.00636106,0.99998,-4.89647,2.81314,-0.201431,1598,2
-0.0020806,0.00156606,0.999997,-5.25,3,-0.201365,1599,2
0.000770054,-0.00354768,0.999993,-4.875,2.90089,-0.201016,1600,2
0.000422706,0.000402124,1,-4.875,3,-0.200948,1601,2
0.00207046,0.00257401,0.999995,-4.3125,2.90089,-0.201367,1602,2
0.000754304,-0.000789482,0.999999,-4.5,2.90089,-0.201054,1603,2
-0.000246504,-0.00193957,0.999998,-4.3125,2.80179,-0.201204,1604,2
-0.000740715,-0.00581928,0.999983,-4.5,2.80179,-0.20133,1605,2
-0.000247343,0.00512548,0.999987,-3.5625,2.90089,-0.202837,1606,2
0.00107041,0.00733012,0.999973,-3.75,2.90089,-0.202786,1607,2
0.00134363,0.00811306,0.999966,-3.5625,2.80179,-0.201945,1608,2
0.00123993,0.00864297,0.999962,-3.75,2.80179,-0.201729,1609,2
-0.000382696,-0.00323968,0.999995,-2.8125,2.90089,-0.201495,1610,2
-0.0014259,-0.00393962,0.999991,-3,2.90089,-0.201686,1611,2
-0.000740358,-0.00802847,0.999968,-2.8125,2.80179,-0.20226,1612,2
-0.000408612,-0.00605423,0.999982,-3,2.80179,-0.202358,1613,2
0.000953912,0.0130237,0.999915,-2.0625,2.90089,-0.20253,1614,2
0.00157623,0.0100722,0.999948,-2.25,2.90089,-0.202312,1615,2
-0.000359205,0.00588418,0.999983,-2.0625,2.80179,-0.201244,1616,2
-0.0010211,0.00214211,0.999997,-2.25,2.80179,-0.201438,1617,2
-0.0024158,0.00329339,0.999992,-1.3125,2.90089,-0.202019,1618,2
-0.0017444,0.00839191,0.999963,-1.5,2.90089,-0.20246,1619,2
8.30779e-05,0.00409324,0.999992,-1.3125,2.80179,-0.201485,1620,2
0.000273983,0.00734391,0.999973,-1.5,2.80179,-0.201417,1621,2
-2.09539e-05,-0.00355565,0.999994,-0.5625,2.90089,-0.200905,1622,2
-0.000646812,-0.00374944,0.999993,-0.75,2.90089,-0.200992,1623,2
-0.000161828,-0.00686953,0.999976,-0.5625,2.80179,-0.201537,1624,2
-4.18574e-05,-0.00617337,0.999981,-0.75,2.80179,-0.201498,1625,2
-0.0163417,0.0920013,0.995625,-5.06745,0.52494,-0.18717,1626,2
0.00736657,-0.00570725,0.999957,-5.05364,0.517637,-0.186909,1627,2
-0.00151543,0.0629568,0.998015,-5.05166,0.522321,-0.186778,1628,2
0.00731096,0.0439762,0.999006,-5.08329,0.511334,-0.186114,1629,2
1.12001e-05,0.131732,0.991285,-5.05711,0.525172,-0.18714,1630,2
-0.0191188,0.140094,0.989954,-5.09528,0.539647,-0.189685,1631,2
0.00714503,0.0343719,0.999384,-4.875,0.522321,-0.188788,1632,2
-0.00530198,0.149093,0.988809,-4.9293,0.592726,-0.19638,1633,2
0.00415397,0.0140832,0.999892,-4.3125,0.522321,-0.191608,1634,2
0.00492305,0.0308786,0.999511,-4.5,0.522321,-0.190522,1635,2
0.00601545,0.00963548,0.999935,-4.3125,0.423214,-0.197733,1636,2
0.00494401,0.013038,0.999903,-4.5,0.423214,-0.196453,1637,2
0.00176553,0.0143153,0.999896,-3.5625,0.522321,-0.194198,1638,2
0.00210218,0.00494612,0.999986,-3.75,0.522321,-0.193713,1639,2
0.00100752,0.00722456,0.999973,-3.5625,0.423214,-0.199912,1640,2
0.00206121,0.00409586,0.99999,-3.75,0.423214,-0.199594,1641,2
-0.0200837,-0.0812443,0.996492,-5.12332,0.9509,-0.191555,1642,2
0.00349761,-0.117439,0.993074,-4.875,0.91875,-0.193234,1643,2
-0.00477926,-0.124613,0.992194,-4.98643,0.91875,-0.192571,1644,2
-0.00538977,-0.0631125,0.997992,-5.01622,0.94321,-0.190585,1645,2
-0.000165081,-0.124896,0.99217,-4.3125,0.91875,-0.192766,1646,2
-0.000545013,-0.132103,0.991236,-4.5,0.91875,-0.192755,1647,2
8.50163e-05,-0.103929,0.994585,-3.5625,0.91875,-0.19267,1648,2
-4.58834e-05,-0.109793,0.993954,-3.75,0.91875,-0.192667,1649,2
-0.00232275,-0.166375,0.98606,-2.90625,0.869196,-0.198105,1650,2
-0.00479206,-0.158861,0.987289,-3,0.869196,-0.198255,1651,2
-0.000618658,-0.118541,0.992949,-2.15625,0.869196,-0.197166,1652,2
-0.000741151,-0.124068,0.992273,-2.25,0.869196,-0.197259,1653,2
-0.00147349,-0.092853,0.995679,-1.45312,0.84442,-0.198906,1654,2
-0.00161543,-0.0962879,0.995352,-1.5,0.84442,-0.198989,1655,2
0.00223926,-0.0326488,0.999464,-0.703125,0.84442,-0.198927,1656,2
0.00202867,-0.0358597,0.999355,-0.75,0.84442,-0.198825,1657,2
0.000710334,-0.0402069,0.999191,-0.703125,0.819643,-0.19983,1658,2
0.000417834,-0.043468,0.999055,-0.75,0.819643,-0.199813,1659,2
0.00268495,0.0173202,0.999846,-5.2012,1.38849,-0.196747,1660,2
0.00374648,0.021766,0.999756,-5.16333,1.26188,-0.194222,1661,2
0.00118619,0.0266263,0.999645,-4.95642,1.25911,-0.194572,1662,2
0.000216332,0.0193015,0.999814,-4.93736,1.31518,-0.195843,1663,2
-0.000593714,0.0184827,0.999829,-4.875,1.31518,-0.195739,1664,2
0.000334954,0.0137633,0.999905,-4.92128,1.38983,-0.196915,1665,2
0.000805482,0.0201071,0.999798,-4.3125,1.31518,-0.195945,1666,2
0.000437404,0.0195176,0.999809,-4.5,1.31518,-0.195835,1667,2
0.000535721,0.031263,0.999511,-4.3125,1.21607,-0.193595,1668,2
-8.05652e-05,0.0307626,0.999527,-4.5,1.21607,-0.193553,1669,2
0.00134754,0.0188951,0.999821,-3.5625,1.31518,-0.196957,1670,2
0.00146415,0.0198344,0.999802,-3.75,1.31518,-0.196685,1671,2
0.00180399,0.0306401,0.999529,-3.5625,1.21607,-0.194629,1672,2
0.00177023,0.0312489,0.99951,-3.75,1.21607,-0.194293,1673,2
0.0014463,0.0190714,0.999817,-2.90625,1.26562,-0.197116,1674,2
-0.000324103,0.0194859,0.99981,-3,1.26562,-0.196996,1675,2
0.00174426,0.027229,0.999628,-2.90625,1.21607,-0.196016,1676,2
0.00105252,0.0273602,0.999625,-3,1.21607,-0.195806,1677,2
0.00169126,0.0166528,0.99986,-2.15625,1.26562,-0.198247,1678,2
0.00160784,0.0169607,0.999855,-2.25,1.26562,-0.198092,1679,2
0.0018891,0.0238743,0.999713,-2.15625,1.21607,-0.197239,1680,2
0.00177892,0.0242617,0.999704,-2.25,1.21607,-0.197068,1681,2
0.00115257,0.0129918,0.999915,-1.40625,1.26562,-0.19948,1682,2
0.00132037,0.0135821,0.999907,-1.5,1.26562,-0.199367,1683,2
0.00153109,0.0185084,0.999828,-1.40625,1.21607,-0.1987,1684,2
0.00166956,0.0193385,0.999812,-1.5,1.21607,-0.198557,1685,2
0.00220159,0.00951748,0.999952,-0.75,1.21607,-0.199897,1686,2
0.00193273,0.0102934,0.999945,-5.24074,1.6174,-0.199383,1687,2
0.0005622,0.0134496,0.999909,-4.8799,1.61509,-0.199673,1688,2
0.00191922,-0.00676666,0.999975,0.0375,0.84442,-0.200986,1689,2
0.00214568,-0.00732283,0.999971,0,0.84442,-0.200908,1690,2
0.00151801,-0.00843776,0.999963,0.0375,0.819643,-0.201176,1691,2
0.00170406,-0.00920307,0.999956,0,0.819643,-0.201114,1692,2
0.00052005,-0.000494063,1,0.075,1.26562,-0.201161,1693,2
0.0006944,0.000351478,1,0,1.26562,-0.20111,1694,2
0.000944335,0.00130973,0.999999,0.075,1.21607,-0.201118,1695,2
0.00103474,0.00171338,0.999998,0,1.21607,-0.201043,1696,2
-0.000379943,0.00453653,0.99999,0.15,1.71161,-0.201807,1697,2
-0.000601895,0.00291753,0.999996,0,1.71161,-0.201881,1698,2
-0.00171924,0.00313433,0.999994,0.15,1.6125,-0.20137,1699,2
-0.00149817,0.000758152,0.999999,0,1.6125,-0.201583,1700,2
-0.000188847,0.000583449,1,0.15,2.10804,-0.201199,1701,2
0.000107706,0.000745105,1,0,2.10804,-0.201194,1702,2
5.01834e-05,-0.00219517,0.999998,0.15,2.00893,-0.201148,1703,2
0.000190334,-0.00162612,0.999999,0,2.00893,-0.201147,1704,2
-0.000783351,-0.00241242,0.999997,0.15,2.50446,-0.201513,1705,2
-0.00117137,-0.00272114,0.999996,0,2.50446,-0.201672,1706,2
-0.00095369,0.000455673,0.999999,0.15,2.40536,-0.201675,1707,2
-0.000593606,0.00140811,0.999999,0,2.40536,-0.201794,1708,2
0.000319377,0.0047173,0.999989,0.15,2.90089,-0.201493,1709,2
0.000826911,0.00337635,0.999994,0,2.90089,-0.201399,1710,2
-0.000291004,0.00106582,0.999999,0.15,2.80179,-0.201085,1711,2
-0.00066425,-0.000534384,1,0,2.80179,-0.20121,1712,2
-0.113943,-0.0381354,0.992755,0.6,0.119531,-0.221988,1713,2
-0.11547,-0.0349173,0.992697,0.6,0.1125,-0.222248,1714,2
-0.106446,-0.0329023,0.993774,0.625521,0.119531,-0.219158,1715,2
-0.107854,-0.0300615,0.993712,0.625521,0.1125,-0.219381,1716,2
-0.00208918,-0.0117096,0.999929,1.46771,0.126563,-0.208276,1717,2
-0.0019546,-0.0119702,0.999927,1.41667,0.126563,-0.208379,1718,2
-0.00215428,-0.00944357,0.999953,1.46771,0.1125,-0.208422,1719,2
-0.00201439,-0.00962121,0.999952,1.41667,0.1125,-0.208529,1720,2
-0.00243715,-0.00982544,0.999949,2.33542,0.140625,-0.206001,1721,2
-0.00245192,-0.0104699,0.999942,2.23333,0.140625,-0.206251,1722,2
-0.00259295,-0.00578691,0.99998,2.33542,0.1125,-0.206201,1723,2
-0.00260885,-0.00624279,0.999977,2.23333,0.1125,-0.206468,1724,2
-0.00187274,-0.0148119,0.999889,3.25417,0.16875,-0.203595,1725,2
-0.00199429,-0.017479,0.999845,3.05,0.16875,-0.204029,1726,2
-0.00231486,-0.00395964,0.999989,3.25417,0.1125,-0.203874,1727,2
-0.00240881,-0.00435411,0.999988,3.05,0.1125,-0.204375,1728,2
-0.000390712,-0.00337879,0.999994,1.46771,0.447991,-0.201149,1729,2
-0.000408374,-0.00363288,0.999993,1.41667,0.447991,-0.201168,1730,2
-0.000552482,-0.00758334,0.999971,1.46771,0.423214,-0.201326,1731,2
-0.000561531,-0.00796159,0.999968,1.41667,0.423214,-0.201354,1732,2
-0.000234964,0.00177648,0.999998,2.33542,0.472768,-0.200961,1733,2
-0.000255643,0.00167639,0.999999,2.23333,0.472768,-0.20098,1734,2
-0.000412367,0.000566985,1,2.33542,0.423214,-0.200906,1735,2
-0.000441293,2.44075e-05,1,2.23333,0.423214,-0.200949,1736,2
-0.000249184,0.000195861,1,3.25417,0.522321,-0.200767,1737,2
-0.000279838,0.000164588,1,3.05,0.522321,-0.200837,1738,2
-0.000180991,0.000240391,1,3.25417,0.423214,-0.200638,1739,2
-0.00027479,0.000252971,1,3.05,0.423214,-0.200688,1740,2
-0.0013802,-0.00137263,0.999998,0.651042,0.84442,-0.200978,1741,2
-0.00136095,-0.00170331,0.999998,0.6,0.84442,-0.201047,1742,2
-0.0015377,-0.00176265,0.999997,0.651042,0.819643,-0.201018,1743,2
-0.00154951,-0.00210615,0.999996,0.6,0.819643,-0.201096,1744,2
0.000102325,0.000702454,1,1.46771,0.84442,-0.200562,1745,2
8.82635e-05,0.000670078,1,1.41667,0.84442,-0.200557,1746,2
8.03325e-05,0.000461186,1,1.46771,0.819643,-0.200549,1747,2
6.33999e-05,0.000400142,1,1.41667,0.819643,-0.200545,1748,2
9.56107e-05,0.000606378,1,2.33542,0.869196,-0.200679,1749,2
9.79949e-05,0.000651384,1,2.23333,0.869196,-0.200668,1750,2
9.12802e-05,0.000766555,1,2.33542,0.819643,-0.200639,1751,2
9.76786e-05,0.000733076,1,2.23333,0.819643,-0.200629,1752,2
-7.98094e-05,0.000480982,1,3.25417,0.91875,-0.20073,1753,2
-2.42554e-05,0.000698294,1,3.05,0.91875,-0.200735,1754,2
-9.84085e-06,0.000395932,1,3.25417,0.819643,-0.200687,1755,2
3.26974e-05,0.000486771,1,3.05,0.819643,-0.200682,1756,2
-0.000582438,-0.00553827,0.999985,0.702083,1.26562,-0.200882,1757,2
-0.000733411,-0.00535245,0.999985,0.6,1.26562,-0.200956,1758,2
-0.000381117,-0.00796746,0.999968,0.702083,1.21607,-0.20129,1759,2
-0.000320226,-0.0070836,0.999975,0.6,1.21607,-0.201325,1760,2
-8.32024e-05,-0.00376197,0.999993,1.51875,1.26562,-0.200702,1761,2
-0.000103249,-0.00399341,0.999992,1.41667,1.26562,-0.200709,1762,2
-0.000231481,-0.00587714,0.999983,1.51875,1.21607,-0.200988,1763,2
-0.000269164,-0.00625115,0.99998,1.41667,1.21607,-0.201014,1764,2
6.59312e-06,-0.00220679,0.999998,2.33542,1.26562,-0.200679,1765,2
-1.03395e-05,-0.00241172,0.999997,2.23333,1.26562,-0.200678,1766,2
-0.000114245,-0.00381606,0.999993,2.33542,1.21607,-0.200865,1767,2
-0.000118965,-0.00406764,0.999992,2.23333,1.21607,-0.200877,1768,2
-7.6671e-05,-0.000223351,1,3.25417,1.31518,-0.200726,1769,2
6.38622e-06,-0.000451965,1,3.05,1.31518,-0.20073,1770,2
-0.000193131,-0.000459908,1,3.25417,1.21607,-0.200771,1771,2
-0.000131641,-0.000718066,1,3.05,1.21607,-0.200807,1772,2
-0.000210303,0.00658123,0.999978,0.804167,1.71161,-0.201676,1773,2
-0.000161183,0.00668298,0.999978,0.6,1.71161,-0.201711,1774,2
0.000435595,0.00745557,0.999972,0.804167,1.6125,-0.200938,1775,2
0.000424399,0.00823764,0.999966,0.6,1.6125,-0.200979,1776,2
-0.000330512,0.0037716,0.999993,1.62083,1.71161,-0.201402,1777,2
-0.000370178,0.00455477,0.99999,1.41667,1.71161,-0.20147,1778,2
0.000691751,0.00698939,0.999975,1.62083,1.6125,-0.200907,1779,2
0.000522642,0.00877411,0.999961,1.41667,1.6125,-0.200904,1780,2
-0.00042031,0.00135744,0.999999,2.4375,1.71161,-0.201101,1781,2
-0.000396687,0.0018932,0.999998,2.23333,1.71161,-0.201189,1782,2
0.000628069,0.00523729,0.999986,2.4375,1.6125,-0.200861,1783,2
0.000496674,0.00758162,0.999971,2.23333,1.6125,-0.200885,1784,2
-0.000244355,-0.000109834,1,3.25417,1.71161,-0.200777,1785,2
-0.000313533,3.50826e-05,1,3.05,1.71161,-0.200837,1786,2
-0.000143696,0.000190022,1,3.25417,1.6125,-0.200765,1787,2
-0.000123917,0.000604022,1,3.05,1.6125,-0.200787,1788,2
-0.000416162,-0.00149835,0.999999,0.804167,2.10804,-0.200757,1789,2
-0.000686292,-0.00120296,0.999999,0.6,2.10804,-0.200866,1790,2
-0.000307946,-0.00449373,0.99999,0.804167,2.00893,-0.200967,1791,2
-0.000384963,-0.00413179,0.999991,0.6,2.00893,-0.201025,1792,2
-2.51798e-06,-0.00135108,0.999999,1.62083,2.10804,-0.200644,1793,2
-4.95448e-05,-0.00145635,0.999999,1.41667,2.10804,-0.200648,1794,2
-0.000105365,-0.00335848,0.999994,1.62083,2.00893,-0.200854,1795,2
-0.000146906,-0.00375854,0.999993,1.41667,2.00893,-0.200871,1796,2
0.000224551,-0.000445148,1,2.4375,2.10804,-0.200739,1797,2
0.000157891,-0.000793618,1,2.23333,2.10804,-0.200694,1798,2
-3.98134e-05,-0.00141784,0.999999,2.4375,2.00893,-0.200847,1799,2
-3.66262e-05,-0.00203303,0.999998,2.23333,2.00893,-0.200844,1800,2
-7.02726e-05,0.000693633,1,3.25417,2.10804,-0.200881,1801,2
6.02737e-05,0.000598058,1,3.05,2.10804,-0.200879,1802,2
-0.000121447,0.000725307,1,3.25417,2.00893,-0.200797,1803,2
-7.82646e-05,0.000469455,1,3.05,2.00893,-0.200816,1804,2
0.000242284,0.00507736,0.999987,0.804167,2.50446,-0.20158,1805,2
0.000449597,0.00346859,0.999994,0.6,2.50446,-0.201526,1806,2
-0.000311561,0.00380863,0.999993,0.804167,2.40536,-0.201001,1807,2
-0.00062251,0.00269581,0.999996,0.6,2.40536,-0.201124,1808,2
-0.000376248,0.00424207,0.999991,1.62083,2.50446,-0.201458,1809,2
-0.000299455,0.00512234,0.999987,1.41667,2.50446,-0.201531,1810,2
-2.34765e-05,0.00417366,0.999991,1.62083,2.40536,-0.200939,1811,2
-2.26979e-05,0.00452056,0.99999,1.41667,2.40536,-0.20093,1812,2
-0.000624766,0.000787804,0.999999,2.4375,2.50446,-0.201075,1813,2
-0.000532123,0.00169085,0.999998,2.23333,2.50446,-0.201205,1814,2
-0.000118613,0.00153213,0.999999,2.4375,2.40536,-0.200918,1815,2
-8.9504e-05,0.00245277,0.999997,2.23333,2.40536,-0.200937,1816,2
-0.000208215,-0.000740969,1,3.25417,2.50446,-0.200686,1817,2
-0.000276663,-0.000725658,1,3.05,2.50446,-0.200733,1818,2
-0.000192559,-0.00128908,0.999999,3.25417,2.40536,-0.200816,1819,2
-0.000145289,-0.00102569,0.999999,3.05,2.40536,-0.200843,1820,2
-0.00100037,-0.000407984,0.999999,0.804167,2.90089,-0.200876,1821,2
-0.001382,0.00155581,0.999998,0.6,2.90089,-0.201127,1822,2
-0.000181856,-0.00332516,0.999994,0.804167,2.80179,-0.200999,1823,2
-0.000186896,-0.00151814,0.999999,0.6,2.80179,-0.201011,1824,2
-1.41591e-05,-0.00157353,0.999999,1.62083,2.90089,-0.200656,1825,2
-8.91149e-05,-0.00177041,0.999998,1.41667,2.90089,-0.20066,1826,2
-0.000202045,-0.0038453,0.999993,1.62083,2.80179,-0.200908,1827,2
-0.000237515,-0.00441828,0.99999,1.41667,2.80179,-0.20095,1828,2
0.000320393,-0.000317748,1,2.4375,2.90089,-0.200804,1829,2
0.00024444,-0.000817048,1,2.23333,2.90089,-0.200735,1830,2
-6.70491e-05,-0.00102719,0.999999,2.4375,2.80179,-0.200894,1831,2
-3.30621e-05,-0.00191964,0.999998,2.23333,2.80179,-0.200887,1832,2
-0.000146299,0.000919338,1,3.25417,2.90089,-0.200979,1833,2
3.11891e-05,0.000910643,1,3.05,2.90089,-0.20099,1834,2
-0.000149462,0.00148374,0.999999,3.25417,2.80179,-0.200824,1835,2
-6.88129e-05,0.00134061,0.999999,3.05,2.80179,-0.200846,1836,2
0.000269005,0.000991139,0.999999,3.86667,3,-0.200724,1837,2
-0.000207144,-2.8016e-05,1,4.275,3,-0.200574,1838,2
0.047492,0.0908387,0.994733,-4.078,0.1125,-0.175,1839,2
0.0419162,0.0840184,0.995582,-4.125,0.16875,-0.178125,1840,2
0.0497995,0.101474,0.993591,-4.125,0.134447,-0.175,1841,2
0.035815,0.0753302,0.996515,-3.9375,0.1125,-0.181321,1842,2
0.0282005,0.0490643,0.998397,-3.9375,0.16875,-0.185709,1843,2
-0.00122945,0.0129036,0.999916,-3.1875,0.16875,-0.187791,1844,2
-0.00591026,0.0126643,0.999902,-3.375,0.16875,-0.189374,1845,2
-0.00238205,0.0331537,0.999447,-3.1875,0.1125,-0.185653,1846,2
-0.00300315,0.0393291,0.999222,-3.375,0.1125,-0.186478,1847,2
0.00164816,0.0387177,0.999249,-2.53125,0.140625,-0.187434,1848,2
0.00170718,0.0351392,0.999381,-2.625,0.140625,-0.187295,1849,2
0.000899519,-0.0490851,0.998794,-2.53125,0.1125,-0.187124,1850,2
0.00165894,-0.0476624,0.998862,-2.625,0.1125,-0.187044,1851,2
-0.00379829,0.0109087,0.999933,-1.82812,0.126563,-0.185729,1852,2
-0.00428736,0.00807151,0.999958,-1.875,0.126563,-0.185927,1853,2
-0.00405128,-0.115518,0.993297,-1.82812,0.1125,-0.186448,1854,2
-0.00343896,-0.112115,0.993689,-1.875,0.1125,-0.186667,1855,2
0.0107645,0.00315535,0.999937,-1.07812,0.126563,-0.187543,1856,2
0.00942319,0.00792743,0.999924,-1.125,0.126563,-0.187061,1857,2
0.0115125,-0.112245,0.993614,-1.07812,0.1125,-0.188255,1858,2
0.0100642,-0.112168,0.993638,-1.125,0.1125,-0.187733,1859,2
0.00530994,0.0488957,0.99879,-4.6875,0.16875,-0.160016,1860,2
-0.009141,-0.0564387,0.998364,-4.6875,0.1125,-0.160911,1861,2
0.0504888,0.0914953,0.994525,-4.125,0.1125,-0.172504,1862,2
5.95046e-05,-0.0541263,0.998534,-3.375,0.423379,-0.2,1863,2
0.000135053,0.0105167,0.999945,-3.375,0.423214,-0.200009,1864,2
-0.00024508,0.0228217,0.99974,-3.33882,0.423214,-0.2,1865,2
0.00280212,-0.0636647,0.997967,-2.53125,0.472768,-0.203296,1866,2
0.0031282,-0.0704498,0.99751,-2.625,0.472768,-0.202978,1867,2
-1.5757e-05,0.0465753,0.998915,-2.53125,0.423214,-0.203155,1868,2
0.000302936,0.0428102,0.999083,-2.625,0.423214,-0.203199,1869,2
-0.00204957,0.0630806,0.998006,-1.82812,0.447991,-0.203978,1870,2
-0.00248317,0.0618207,0.998084,-1.875,0.447991,-0.20409,1871,2
-0.00264411,0.0825835,0.996581,-1.82812,0.423214,-0.202078,1872,2
-0.00287102,0.0833826,0.996513,-1.875,0.423214,-0.202214,1873,2
0.00219566,0.0663476,0.997794,-1.07812,0.447991,-0.203389,1874,2
0.00198763,0.0679307,0.997688,-1.125,0.447991,-0.20329,1875,2
0.00338304,0.0696321,0.997567,-1.07812,0.423214,-0.201688,1876,2
0.00292256,0.0714861,0.997437,-1.125,0.423214,-0.201542,1877,2
-0.000598389,-0.102814,0.9947,-4.6875,0.819643,-0.211632,1878,2
-0.00238409,-0.183299,0.983054,-4.6875,0.885172,-0.2,1879,2
-0.00175414,-0.160078,0.987103,-4.125,0.877276,-0.2,1880,2
-0.00325417,-0.095272,0.995446,-3.9375,0.819643,-0.208181,1881,2
-0.00179728,-0.153328,0.988174,-3.9375,0.875187,-0.2,1882,2
-0.00320286,-0.0982234,0.995159,-4.125,0.819643,-0.208848,1883,2
-0.00178499,-0.131065,0.991372,-3.375,0.867745,-0.2,1884,2
0.00414707,-0.0999867,0.99498,-3.1875,0.819643,-0.205418,1885,2
-0.00409889,-0.126667,0.991937,-3.1875,0.86497,-0.2,1886,2
-0.00343087,-0.0850828,0.996368,-3.375,0.819643,-0.2061,1887,2
-0.00209514,-0.146583,0.989196,-2.625,0.854549,-0.2,1888,2
-0.00338119,-0.105842,0.994377,-2.53125,0.819643,-0.204662,1889,2
-0.00214461,-0.141718,0.989905,-2.53125,0.853255,-0.2,1890,2
-0.00334936,-0.108455,0.994096,-2.625,0.819643,-0.205,1891,2
-0.00284033,-0.113001,0.993591,-1.875,0.843445,-0.2,1892,2
-0.00367316,-0.0954401,0.995428,-1.82812,0.819643,-0.202474,1893,2
-0.0028376,-0.110321,0.993892,-1.82812,0.842309,-0.2,1894,2
-0.00389724,-0.0994738,0.995033,-1.875,0.819643,-0.202664,1895,2
-0.00178249,-0.0677042,0.997704,-1.125,0.823122,-0.2,1896,2
-0.00221656,-0.0638393,0.997958,-1.07812,0.819643,-0.200134,1897,2
-0.00157845,-0.0641641,0.997938,-1.07812,0.821713,-0.2,1898,2
-0.00243346,-0.0665269,0.997782,-1.125,0.819643,-0.200238,1899,2
0.00265951,-0.0180182,0.999834,-0.375,0.83567,-0.2,1900,2
0.00232498,-0.0183227,0.999829,-0.328125,0.819643,-0.200402,1901,2
0.00301197,-0.0168867,0.999853,-0.328125,0.843486,-0.2,1902,2
0.00203501,-0.0207581,0.999782,-0.375,0.819643,-0.200298,1903,2
0.000903283,0.00336039,0.999994,-0.28125,1.26562,-0.200844,1904,2
0.000887174,0.00436799,0.99999,-0.375,1.26562,-0.200758,1905,2
0.00134841,0.00298331,0.999995,-0.28125,1.21607,-0.200702,1906,2
0.00146608,0.00391493,0.999991,-0.375,1.21607,-0.200565,1907,2
0.0014259,0.011934,0.999928,-4.6875,1.62045,-0.2,1908,2
0.00118897,0.00915193,0.999957,-4.6875,1.71161,-0.201073,1909,2
-0.000867168,0.00120711,0.999999,-3.9375,1.71161,-0.200971,1910,2
-0.000742979,0.00247943,0.999997,-4.125,1.71161,-0.201155,1911,2
-0.000167062,0.00823864,0.999966,-3.9375,1.6125,-0.200602,1912,2
0.000230022,0.00995582,0.99995,-4.125,1.6125,-0.200568,1913,2
0.000313121,0.00617342,0.999981,-3.1875,1.71161,-0.200529,1914,2
-3.1277e-05,0.0039681,0.999992,-3.375,1.71161,-0.20055,1915,2
-0.000273575,0.00560667,0.999984,-3.1875,1.6125,-0.200202,1916,2
-0.000575781,0.00549184,0.999985,-3.375,1.6125,-0.200297,1917,2
0.00098562,0.00775944,0.999969,-2.4375,1.71161,-0.201158,1918,2
0.00108413,0.00876206,0.999961,-2.625,1.71161,-0.200927,1919,2
0.00114944,0.012228,0.999925,-2.4375,1.6125,-0.200591,1920,2
0.000874515,0.0138624,0.999904,-2.625,1.6125,-0.200359,1921,2
0.000363732,0.00295334,0.999996,-1.6875,1.71161,-0.201662,1922,2
0.000341996,0.00329171,0.999995,-1.875,1.71161,-0.201591,1923,2
0.00156443,0.0113916,0.999934,-1.6875,1.6125,-0.201286,1924,2
0.00155815,0.014861,0.999888,-1.875,1.6125,-0.201192,1925,2
0.00057544,0.00520515,0.999986,-0.9375,1.71161,-0.202177,1926,2
0.000704809,0.00537073,0.999985,-1.125,1.71161,-0.202027,1927,2
0.00199172,0.00579739,0.999981,-0.9375,1.6125,-0.201307,1928,2
0.0011813,0.010056,0.999949,-1.125,1.6125,-0.201256,1929,2
-0.000716486,0.00183537,0.999998,-0.1875,1.71161,-0.202024,1930,2
-0.000490413,0.00201283,0.999998,-0.375,1.71161,-0.202185,1931,2
-0.000384964,1.32531e-05,1,-0.1875,1.6125,-0.201723,1932,2
0.000546253,-0.000189975,1,-0.375,1.6125,-0.201724,1933,2
-0.000363893,0.000853535,1,-4.6875,2.10804,-0.200695,1934,2
-0.000608004,-0.00256547,0.999996,-4.6875,2.00893,-0.200699,1935,2
0.00281191,0.00783176,0.999965,-3.9375,2.10804,-0.201397,1936,2
0.00185109,0.00581862,0.999981,-4.125,2.10804,-0.200896,1937,2
0.00143333,0.00337418,0.999993,-3.9375,2.00893,-0.200786,1938,2
0.000559276,0.000817495,1,-4.125,2.00893,-0.200598,1939,2
1.09477e-05,0.00260344,0.999997,-3.1875,2.10804,-0.203043,1940,2
0.000907357,0.00528734,0.999986,-3.375,2.10804,-0.20294,1941,2
0.0012254,0.00477803,0.999988,-3.1875,2.00893,-0.202094,1942,2
0.00179813,0.0066357,0.999976,-3.375,2.00893,-0.201832,1943,2
-0.000427219,-0.000529822,1,-2.4375,2.10804,-0.202313,1944,2
-0.000875617,-0.000895754,0.999999,-2.625,2.10804,-0.202455,1945,2
-0.000491657,-0.00260175,0.999996,-2.4375,2.00893,-0.202191,1946,2
-0.00040775,-0.00195679,0.999998,-2.625,2.00893,-0.202233,1947,2
-0.000432319,0.00128445,0.999999,-1.6875,2.10804,-0.202089,1948,2
-0.000254021,0.00186075,0.999998,-1.875,2.10804,-0.202187,1949,2
