nut,alpha.water,yPlus,k,p_rgh,p,omega,U0,U1,U2,Points0,Points1,Points2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
5.28417e-05,0.000803807,0,5.44897e-05,0,-1956.16,1.03092,-0.0812951,-0.00902155,0,-0.492188,0.348884,0,17399,0,2
5.25956e-05,0.000787647,0,5.1753e-05,0,-1956.16,0.983728,-0.081181,-0.00839347,0,-0.492188,0.361272,0,17400,0,2
5.29008e-05,0.000792515,0,5.349e-05,0,-1956.16,1.01095,-0.0810446,-0.00872494,0,-0.492188,0.355078,0,17401,0,2
1.39016e-05,0.000690861,0,3.52197e-06,0,-1956.15,0.253349,-0.0796373,-0.00014698,0.0038105,0.855208,0.0773437,0,17402,0,2
1.38651e-05,0.000680966,0,3.50549e-06,0,-1956.15,0.252828,-0.0797201,-0.000162871,0.00300147,0.880729,0.0773437,0,17403,0,2
1.39003e-05,0.000691042,0,3.5213e-06,0,-1956.15,0.253324,-0.0796348,-0.000126256,0.00382255,0.855208,0.0703125,0,17404,0,2
1.38636e-05,0.000681078,0,3.50473e-06,0,-1956.15,0.2528,-0.0797184,-0.000140874,0.00300797,0.880729,0.0703125,0,17405,0,2
1.57032e-05,0.000650506,0,4.3771e-06,0,-1956.15,0.278707,-0.0783336,-0.000644735,0,0.855208,0.361272,0,17406,0,2
1.53524e-05,0.00064835,0,4.20453e-06,0,-1956.15,0.273835,-0.0778663,-0.00085464,0,0.880729,0.361272,0,17407,0,2
1.5884e-05,0.000651527,0,4.46737e-06,0,-1956.15,0.28121,-0.0782271,-0.000977107,0,0.855208,0.348884,0,17408,0,2
1.54943e-05,0.00064924,0,4.27366e-06,0,-1956.15,0.275781,-0.0777792,-0.00118305,0,0.880729,0.348884,0,17409,0,2
0.000157281,0.011787,0,0.000220844,0,-1956.74,1.40423,-0.0620663,-0.00641964,0,-0.890625,0.0773437,0,17410,0,2
0.000159511,0.0121423,0,0.000226651,0,-1956.76,1.42109,-0.0599472,-0.0062073,0,-0.867188,0.0773437,0,17411,0,2
0.000169964,0.0131476,0,0.000236732,0,-1956.81,1.39305,-0.0592693,-0.00582142,0,-0.890625,0.0703125,0,17412,0,2
0.000171808,0.0134839,0,0.000241614,0,-1956.83,1.40658,-0.057104,-0.00562678,0,-0.867188,0.0703125,0,17413,0,2
4.83212e-05,0.000860934,0,3.32424e-05,0,-1956.16,0.687917,-0.0802508,-0.00919559,0,-0.890625,0.361272,0,17414,0,2
4.84912e-05,0.000855965,0,3.39221e-05,0,-1956.16,0.699523,-0.0807427,-0.00955037,0,-0.867188,0.361272,0,17415,0,2
4.84686e-05,0.00087995,0,3.43288e-05,0,-1956.16,0.708238,-0.080125,-0.00946723,0,-0.890625,0.348884,0,17416,0,2
4.86632e-05,0.000874721,0,3.50901e-05,0,-1956.16,0.721053,-0.0806011,-0.00982271,0,-0.867188,0.348884,0,17417,0,2
6.57871e-05,0.00135698,0,0.000129502,0,-1956.19,1.96537,-0.0824277,-0.0185513,0,-0.515625,0.182812,0,17418,0,2
6.07745e-05,0.00129168,0,0.000114014,0,-1956.18,1.8737,-0.0836446,-0.0184855,0,-0.515625,0.189844,0,17419,0,2
6.85013e-05,0.00133592,0,0.000145106,0,-1956.18,2.11612,-0.0802119,-0.018577,0,-0.492188,0.182812,0,17420,0,2
6.26896e-05,0.001272,0,0.000126274,0,-1956.18,2.0126,-0.0816623,-0.0185567,0,-0.492188,0.189844,0,17421,0,2
6.55589e-05,0.00129289,0,0.000136529,0,-1956.18,2.08133,-0.0807554,-0.0185991,0,-0.492188,0.186328,0,17422,0,2
7.87107e-05,0.00149432,0,6.50279e-05,0,-1956.19,0.825267,-0.0802307,-0.000430396,0,-0.515625,0.547098,0,17423,0,2
8.75876e-05,0.00170284,0,7.52683e-05,0,-1956.2,0.858482,-0.0799542,0.000900373,0,-0.515625,0.559487,0,17424,0,2
8.71135e-05,0.00164946,0,7.51594e-05,0,-1956.2,0.861949,-0.0800056,0.00137618,0,-0.492188,0.559487,0,17425,0,2
7.85326e-05,0.00143608,0,6.53467e-05,0,-1956.19,0.831557,-0.0802037,0.000106202,0,-0.492188,0.547098,0,17426,0,2
4.24845e-05,0.00085966,0,2.59157e-05,0,-1956.16,0.609988,-0.0836251,0.00323661,0,0.1875,0.559487,0,17427,0,2
4.2847e-05,0.000815244,0,2.77447e-05,0,-1956.16,0.6469,-0.083106,0.00220548,0,0.1875,0.547098,0,17428,0,2
4.16804e-05,0.000810155,0,2.64543e-05,0,-1956.16,0.634021,-0.0831702,0.00184378,0,0.20625,0.547098,0,17429,0,2
4.11154e-05,0.000851585,0,2.45349e-05,0,-1956.16,0.596714,-0.0836563,0.00285031,0,0.20625,0.559487,0,17430,0,2
4.23218e-05,0.000811521,0,2.7179e-05,0,-1956.16,0.641599,-0.0831374,0.00194587,0,0.196875,0.547098,0,17431,0,2
1.52091e-05,0.000695802,0,4.77697e-06,0,-1956.15,0.290331,-0.0794815,-0.00344511,0.00461167,0.855208,0.189844,0,17432,0,2
1.59303e-05,0.000682081,0,4.5078e-06,0,-1956.15,0.281985,-0.0794585,-0.00324713,0.00385022,0.880729,0.189844,0,17433,0,2
1.53091e-05,0.000694474,0,4.32502e-06,0,-1956.15,0.277097,-0.0795402,-0.00274516,0.00437195,0.855208,0.182812,0,17434,0,2
1.52335e-05,0.000680915,0,4.13957e-06,0,-1956.15,0.271623,-0.0795354,-0.00261351,0.00363072,0.880729,0.182812,0,17435,0,2
1.56769e-05,0.000632031,0,4.35666e-06,0,-1956.15,0.277706,-0.0786334,0.0007457,0,0.855208,0.559487,0,17436,0,2
1.5433e-05,0.000632514,0,4.24008e-06,0,-1956.15,0.274591,-0.0785211,0.00101623,0,0.880729,0.559487,0,17437,0,2
1.50613e-05,0.000633666,0,4.06151e-06,0,-1956.15,0.269643,-0.0789412,0.000625809,0,0.855208,0.547098,0,17438,0,2
1.4909e-05,0.000634363,0,3.9906e-06,0,-1956.15,0.267642,-0.0786851,0.00085765,0,0.880729,0.547098,0,17439,0,2
5.18994e-05,0.00148307,0,5.32199e-05,0,-1956.19,1.02522,-0.0816643,-0.0182902,0,-0.890625,0.189844,0,17440,0,2
5.25099e-05,0.00147314,0,5.56347e-05,0,-1956.19,1.05924,-0.0813973,-0.0178622,0,-0.867188,0.189844,0,17441,0,2
5.32085e-05,0.00156204,0,5.60451e-05,0,-1956.2,1.05296,-0.0817734,-0.0181404,0,-0.890625,0.182812,0,17442,0,2
5.39867e-05,0.00155033,0,5.88767e-05,0,-1956.2,1.09017,-0.0814786,-0.0176989,0,-0.867188,0.182812,0,17443,0,2
8.24366e-05,0.00267832,0,5.95521e-05,0,-1956.26,0.722297,-0.0810745,-0.0042536,0,-0.890625,0.559487,0,17444,0,2
8.28533e-05,0.00261609,0,6.06085e-05,0,-1956.25,0.731388,-0.08118,-0.00416042,0,-0.867188,0.559487,0,17445,0,2
7.84182e-05,0.00246644,0,5.58009e-05,0,-1956.24,0.711385,-0.081081,-0.00526162,0,-0.890625,0.547098,0,17446,0,2
7.85144e-05,0.0023961,0,5.6451e-05,0,-1956.24,0.718752,-0.0812296,-0.00521292,0,-0.867188,0.547098,0,17447,0,2
6.21747e-05,0.00108066,0,4.75217e-05,0,-1956.17,0.764409,-0.0817734,0.0063282,0,-0.140625,0.559487,0,17448,0,2
6.12696e-05,0.000984043,0,4.91043e-05,0,-1956.17,0.801472,-0.0816372,0.00440567,0,-0.140625,0.547098,0,17449,0,2
5.9892e-05,0.00096711,0,4.76225e-05,0,-1956.17,0.795123,-0.0815885,0.00454434,0,-0.117188,0.547098,0,17450,0,2
6.04357e-05,0.00105778,0,4.55633e-05,0,-1956.17,0.75399,-0.0817734,0.00637847,0,-0.117188,0.559487,0,17451,0,2
6.05787e-05,0.000976686,0,4.83288e-05,0,-1956.17,0.797811,-0.0816116,0.00452023,0,-0.128906,0.547098,0,17452,0,2
2.8355e-05,0.000705976,0,1.35989e-05,0,-1956.15,0.478289,-0.0799679,-0.00162422,0,0.4875,0.559487,0,17453,0,2
2.93898e-05,0.000689569,0,1.53511e-05,0,-1956.15,0.522345,-0.0800885,-0.00293587,0,0.4875,0.547098,0,17454,0,2
2.86842e-05,0.000677796,0,1.4781e-05,0,-1956.15,0.515318,-0.0797863,-0.00311839,0,0.50625,0.547098,0,17455,0,2
2.75868e-05,0.000694337,0,1.29483e-05,0,-1956.15,0.467837,-0.0796212,-0.00184544,0,0.50625,0.559487,0,17456,0,2
2.9051e-05,0.000682567,0,1.50947e-05,0,-1956.15,0.519629,-0.0799414,-0.00304622,0,0.496875,0.547098,0,17457,0,2
0.000223309,0.0227243,0,0.00026132,0,-1957.32,1.17035,-0.0275113,-0.00185458,0,-0.609375,0.0210938,0,17458,0,2
0.000223412,0.0223063,0,0.000262305,0,-1957.3,1.17422,-0.0258778,-0.00203253,0,-0.585938,0.0210938,0,17459,0,2
0.00022775,0.0232236,0,0.000262064,0,-1957.34,1.15073,-0.0268201,-0.00123954,0,-0.609375,0.0140625,0,17460,0,2
0.000228055,0.0228091,0,0.000263514,0,-1957.32,1.15554,-0.0252372,-0.00135875,0,-0.585938,0.0140625,0,17461,0,2
5.02109e-05,0.00106027,0,5.88512e-05,0,-1956.17,1.17197,-0.0856698,-0.0149919,0,-0.609375,0.262165,0,17462,0,2
5.05801e-05,0.00106364,0,6.12926e-05,0,-1956.17,1.21166,-0.0851581,-0.0147281,0,-0.585938,0.262165,0,17463,0,2
5.04659e-05,0.00112053,0,6.15196e-05,0,-1956.17,1.2189,-0.0859375,-0.0158292,0,-0.609375,0.249777,0,17464,0,2
5.08233e-05,0.00112444,0,6.41111e-05,0,-1956.17,1.26129,-0.0854321,-0.0155772,0,-0.585938,0.249777,0,17465,0,2
0.000234548,0.0201103,0,0.000278468,0,-1957.18,1.18735,-0.0505271,-0.00186009,0,-0.960938,0.0210938,0,17466,0,2
0.000239024,0.0206101,0,0.000279259,0,-1957.21,1.16836,-0.0495426,-0.00125741,0,-0.960938,0.0140625,0,17467,0,2
4.85486e-05,0.00108512,0,3.9619e-05,0,-1956.17,0.816051,-0.0822989,-0.0146584,0,-0.960938,0.262165,0,17468,0,2
4.86936e-05,0.00112898,0,4.08063e-05,0,-1956.17,0.838001,-0.0826593,-0.0159246,0,-0.960938,0.249777,0,17469,0,2
0.000105812,0.00359581,0,0.000200724,0,-1956.3,1.89664,-0.0705169,-0.0156998,0,-0.609375,0.133594,0,17470,0,2
0.000108372,0.00363651,0,0.000211368,0,-1956.31,1.95015,-0.0680687,-0.01601,0,-0.585938,0.133594,0,17471,0,2
0.000113991,0.00433283,0,0.000215655,0,-1956.34,1.8919,-0.0668796,-0.0147373,0,-0.609375,0.126563,0,17472,0,2
0.000116076,0.00435316,0,0.000224719,0,-1956.34,1.93608,-0.06433,-0.0151192,0,-0.585938,0.126563,0,17473,0,2
4.68913e-05,0.00073019,0,2.96147e-05,0,-1956.15,0.631553,-0.0814742,-0.00548774,0,-0.609375,0.460379,0,17474,0,2
4.72361e-05,0.000725696,0,3.02823e-05,0,-1956.15,0.641066,-0.0812195,-0.00517133,0,-0.585938,0.460379,0,17475,0,2
4.69214e-05,0.00072611,0,3.04058e-05,0,-1956.15,0.647976,-0.0816648,-0.00578585,0,-0.609375,0.447991,0,17476,0,2
4.73351e-05,0.000723414,0,3.12107e-05,0,-1956.15,0.659302,-0.0813767,-0.00547089,0,-0.585938,0.447991,0,17477,0,2
7.41889e-05,0.00314093,0,9.03183e-05,0,-1956.28,1.21669,-0.0824981,-0.0134611,0,-0.960938,0.133594,0,17478,0,2
8.00351e-05,0.00366906,0,9.99172e-05,0,-1956.31,1.24776,-0.0816136,-0.012273,0,-0.960938,0.126563,0,17479,0,2
5.10674e-05,0.000962038,0,3.01659e-05,0,-1956.16,0.59066,-0.0806572,-0.00834343,0,-0.960938,0.460379,0,17480,0,2
4.95829e-05,0.000876611,0,2.911e-05,0,-1956.16,0.587093,-0.0806657,-0.0082626,0,-0.960938,0.447991,0,17481,0,2
1.38187e-05,0.000652032,0,3.48175e-06,0,-1956.15,0.25196,-0.0798353,-4.39548e-05,0.00154911,0.957292,0.0210938,0,17482,0,2
1.38142e-05,0.000648926,0,3.47969e-06,0,-1956.15,0.251892,-0.0798571,-4.60465e-05,0.00125012,0.982813,0.0210938,0,17483,0,2
1.38184e-05,0.00065204,0,3.4813e-06,0,-1956.15,0.251931,-0.0798349,-2.91081e-05,0.00154944,0.957292,0.0140625,0,17484,0,2
1.3814e-05,0.00064893,0,3.47925e-06,0,-1956.15,0.251864,-0.0798567,-3.05053e-05,0.00125009,0.982813,0.0140625,0,17485,0,2
1.55177e-05,0.000646545,0,4.28441e-06,0,-1956.15,0.276026,-0.0782863,-0.00431318,0,0.957292,0.262165,0,17486,0,2
1.50412e-05,0.000645163,0,4.05566e-06,0,-1956.15,0.269594,-0.0785512,-0.00393463,0,0.982813,0.262165,0,17487,0,2
1.58181e-05,0.000648116,0,4.43076e-06,0,-1956.15,0.279987,-0.0784421,-0.00489582,0,0.957292,0.249777,0,17488,0,2
1.52498e-05,0.000646285,0,4.15474e-06,0,-1956.15,0.272372,-0.0786872,-0.00442554,0,0.982813,0.249777,0,17489,0,2
0.000234952,0.0216349,0,0.000283189,0,-1957.26,1.20542,-0.0358089,-0.0014086,0,-0.796875,0.0210938,0,17490,0,2
0.000233004,0.0219614,0,0.000278964,0,-1957.28,1.19736,-0.0343106,-0.00132402,0,-0.773438,0.0210938,0,17491,0,2
0.000238988,0.0220797,0,0.000282878,0,-1957.28,1.1837,-0.0348302,-0.000947062,0,-0.796875,0.0140625,0,17492,0,2
0.000236955,0.0224003,0,0.000278512,0,-1957.3,1.17542,-0.0333454,-0.000888453,0,-0.773438,0.0140625,0,17493,0,2
4.96028e-05,0.00106008,0,4.7272e-05,0,-1956.17,0.952982,-0.0824781,-0.0144427,0,-0.796875,0.262165,0,17494,0,2
4.96494e-05,0.00105968,0,4.84442e-05,0,-1956.17,0.975699,-0.0834587,-0.0147447,0,-0.773438,0.262165,0,17495,0,2
4.9776e-05,0.00111011,0,4.89501e-05,0,-1956.17,0.983361,-0.0824653,-0.015181,0,-0.796875,0.249777,0,17496,0,2
4.98522e-05,0.00111176,0,5.02548e-05,0,-1956.17,1.00803,-0.0834398,-0.0154495,0,-0.773438,0.249777,0,17497,0,2
1.3862e-05,0.000652543,0,3.50141e-06,0,-1956.15,0.252591,-0.0798361,-0.000575913,0.00163679,0.957292,0.133594,0,17498,0,2
1.38496e-05,0.000649517,0,3.49581e-06,0,-1956.15,0.252413,-0.0798595,-0.000559815,0.00134634,0.982813,0.133594,0,17499,0,2
1.3851e-05,0.000652431,0,3.49639e-06,0,-1956.15,0.252429,-0.0798408,-0.000492214,0.00161264,0.957292,0.126563,0,17500,0,2
1.38411e-05,0.000649408,0,3.49192e-06,0,-1956.15,0.252286,-0.0798636,-0.000483809,0.00132342,0.982813,0.126563,0,17501,0,2
1.44206e-05,0.0006397,0,3.76405e-06,0,-1956.15,0.261017,-0.0784352,0.000228027,0,0.957292,0.460379,0,17502,0,2
1.4348e-05,0.000640174,0,3.73084e-06,0,-1956.15,0.260024,-0.078573,0.000101139,0,0.982813,0.460379,0,17503,0,2
1.44365e-05,0.000640001,0,3.77146e-06,0,-1956.15,0.261242,-0.078375,0.000103483,0,0.957292,0.447991,0,17504,0,2
1.436e-05,0.000640405,0,3.73641e-06,0,-1956.15,0.260194,-0.078521,-1.706e-05,0,0.982813,0.447991,0,17505,0,2
9.16476e-05,0.00393725,0,0.000138891,0,-1956.32,1.5147,-0.0763886,-0.0109828,0,-0.796875,0.133594,0,17506,0,2
9.41988e-05,0.00395426,0,0.000147462,0,-1956.32,1.56472,-0.0758999,-0.0109616,0,-0.773438,0.133594,0,17507,0,2
9.92909e-05,0.00477846,0,0.000151973,0,-1956.37,1.53001,-0.074168,-0.0100526,0,-0.796875,0.126563,0,17508,0,2
0.000102128,0.00481451,0,0.00016121,0,-1956.37,1.57805,-0.0734559,-0.01002,0,-0.773438,0.126563,0,17509,0,2
4.79838e-05,0.000812956,0,2.87704e-05,0,-1956.16,0.599586,-0.082925,-0.00872829,0,-0.796875,0.460379,0,17510,0,2
4.74795e-05,0.000797306,0,2.8481e-05,0,-1956.16,0.599868,-0.0831773,-0.00849233,0,-0.773438,0.460379,0,17511,0,2
4.72941e-05,0.00078075,0,2.85286e-05,0,-1956.16,0.603235,-0.0830457,-0.00887029,0,-0.796875,0.447991,0,17512,0,2
4.68851e-05,0.000770454,0,2.83538e-05,0,-1956.15,0.604767,-0.0833456,-0.00867431,0,-0.773438,0.447991,0,17513,0,2
0.000161863,0.0130158,0,0.000250694,0,-1956.8,1.54953,-0.0425934,-0.00753794,0,-0.609375,0.0773437,0,17514,0,2
0.000161094,0.0126762,0,0.000251013,0,-1956.79,1.55891,-0.0402562,-0.00811669,0,-0.585938,0.0773437,0,17515,0,2
0.000169198,0.0145633,0,0.000251091,0,-1956.89,1.48473,-0.0398194,-0.00669798,0,-0.609375,0.0703125,0,17516,0,2
0.000168236,0.0141858,0,0.000250754,0,-1956.87,1.49123,-0.0375614,-0.00723789,0,-0.585938,0.0703125,0,17517,0,2
4.89826e-05,0.000809442,0,4.14638e-05,0,-1956.16,0.846412,-0.0832105,-0.00919024,0,-0.609375,0.361272,0,17518,0,2
4.94342e-05,0.000807013,0,4.29414e-05,0,-1956.16,0.868554,-0.0827276,-0.00886929,0,-0.585938,0.361272,0,17519,0,2
4.92152e-05,0.000826536,0,4.34236e-05,0,-1956.16,0.882234,-0.0834846,-0.00981444,0,-0.609375,0.348884,0,17520,0,2
4.96609e-05,0.000823992,0,4.50054e-05,0,-1956.16,0.906152,-0.0829845,-0.00949732,0,-0.585938,0.348884,0,17521,0,2
0.000150444,0.0110388,0,0.000201964,0,-1956.7,1.3424,-0.0678828,-0.00627013,0,-0.960938,0.0773437,0,17522,0,2
0.000163809,0.0124394,0,0.000219191,0,-1956.77,1.33818,-0.0652743,-0.00572402,0,-0.960938,0.0703125,0,17523,0,2
4.76583e-05,0.000860917,0,3.121e-05,0,-1956.16,0.654848,-0.0805779,-0.00860118,0,-0.960938,0.361272,0,17524,0,2
4.77832e-05,0.000881047,0,3.21387e-05,0,-1956.16,0.672572,-0.0806466,-0.00897584,0,-0.960938,0.348884,0,17525,0,2
5.60282e-05,0.00133293,0,8.5207e-05,0,-1956.18,1.51999,-0.0862016,-0.0192108,0,-0.609375,0.189844,0,17526,0,2
5.68905e-05,0.00131411,0,9.0592e-05,0,-1956.18,1.59134,-0.0857556,-0.0191292,0,-0.585938,0.189844,0,17527,0,2
5.88151e-05,0.00138361,0,9.29609e-05,0,-1956.19,1.57936,-0.0858065,-0.0192643,0,-0.609375,0.182812,0,17528,0,2
6.00818e-05,0.00136699,0,9.96487e-05,0,-1956.19,1.65698,-0.0852519,-0.0192175,0,-0.585938,0.182812,0,17529,0,2
8.77134e-05,0.00192639,0,7.3191e-05,0,-1956.22,0.833607,-0.0800228,-0.000325403,0,-0.609375,0.559487,0,17530,0,2
8.7904e-05,0.00186917,0,7.40212e-05,0,-1956.21,0.841195,-0.0799219,-5.24358e-05,0,-0.585938,0.559487,0,17531,0,2
7.90477e-05,0.0016921,0,6.31564e-05,0,-1956.2,0.797918,-0.0801567,-0.00161943,0,-0.609375,0.547098,0,17532,0,2
7.90277e-05,0.00163981,0,6.36926e-05,0,-1956.2,0.804882,-0.0800515,-0.00136959,0,-0.585938,0.547098,0,17533,0,2
4.7428e-05,0.00089578,0,3.11652e-05,0,-1956.16,0.657171,-0.0831338,0.00460391,0,0.1125,0.559487,0,17534,0,2
4.69643e-05,0.000840752,0,3.25899e-05,0,-1956.16,0.693552,-0.0825994,0.00345406,0,0.1125,0.547098,0,17535,0,2
4.60014e-05,0.000833536,0,3.14227e-05,0,-1956.16,0.682647,-0.0827564,0.00318277,0,0.13125,0.547098,0,17536,0,2
4.62982e-05,0.000886063,0,2.99349e-05,0,-1956.16,0.646601,-0.0833023,0.00429779,0,0.13125,0.559487,0,17537,0,2
4.65228e-05,0.000835841,0,3.2082e-05,0,-1956.16,0.689227,-0.0826724,0.00324076,0,0.121875,0.547098,0,17538,0,2
1.73298e-05,0.000629255,0,5.2364e-06,0,-1956.15,0.302093,-0.0786708,-0.0017045,0,0.753125,0.559487,0,17539,0,2
1.10224e-05,0.000605219,0,5.36655e-06,0,-1956.15,0.330297,-0.0791599,0.000720294,0,0.753125,0.547098,0,17540,0,2
1.68175e-05,0.00062977,0,4.94904e-06,0,-1956.15,0.294229,-0.0788258,-0.00119648,0,0.778646,0.559487,0,17541,0,2
1.05502e-05,0.000607577,0,4.90923e-06,0,-1956.15,0.310896,-0.0794953,0.00182033,0,0.778646,0.547098,0,17542,0,2
1.10134e-05,0.00060701,0,5.12167e-06,0,-1956.15,0.319411,-0.0793048,0.00114328,0,0.765885,0.547098,0,17543,0,2
5.06689e-05,0.00149361,0,4.78257e-05,0,-1956.19,0.943798,-0.0840276,-0.0195921,0,-0.960938,0.189844,0,17544,0,2
5.16585e-05,0.00157292,0,4.98691e-05,0,-1956.2,0.96521,-0.0840807,-0.0193635,0,-0.960938,0.182812,0,17545,0,2
8.12207e-05,0.00283369,0,5.6498e-05,0,-1956.26,0.695559,-0.0810644,-0.00424697,0,-0.960938,0.559487,0,17546,0,2
7.79684e-05,0.00265599,0,5.37022e-05,0,-1956.25,0.688655,-0.0809989,-0.00512466,0,-0.960938,0.547098,0,17547,0,2
7.00762e-05,0.00118858,0,5.6677e-05,0,-1956.18,0.808849,-0.081729,0.00556662,0,-0.234375,0.559487,0,17548,0,2
6.7097e-05,0.00106261,0,5.54768e-05,0,-1956.17,0.826913,-0.081756,0.00352671,0,-0.234375,0.547098,0,17549,0,2
6.55927e-05,0.00104106,0,5.38189e-05,0,-1956.17,0.820593,-0.08176,0.00379304,0,-0.210938,0.547098,0,17550,0,2
6.79988e-05,0.001159,0,5.42356e-05,0,-1956.18,0.797684,-0.0817688,0.00583993,0,-0.210938,0.559487,0,17551,0,2
6.63698e-05,0.00105316,0,5.4648e-05,0,-1956.17,0.823502,-0.0817626,0.00370492,0,-0.222656,0.547098,0,17552,0,2
3.08767e-05,0.00075273,0,1.56261e-05,0,-1956.15,0.505815,-0.0813806,-0.000814067,0,0.4125,0.559487,0,17553,0,2
3.15128e-05,0.000734166,0,1.69758e-05,0,-1956.15,0.538638,-0.081332,-0.00196402,0,0.4125,0.547098,0,17554,0,2
3.03119e-05,0.000741379,0,1.51925e-05,0,-1956.15,0.50073,-0.0810354,-0.00100677,0,0.43125,0.559487,0,17555,0,2
3.10361e-05,0.00072392,0,1.66222e-05,0,-1956.15,0.535551,-0.0810083,-0.00223444,0,0.43125,0.547098,0,17556,0,2
3.12809e-05,0.000728121,0,1.6817e-05,0,-1956.15,0.537577,-0.0811681,-0.00212833,0,0.421875,0.547098,0,17557,0,2
1.38239e-05,0.000651963,0,3.48683e-06,0,-1956.15,0.252231,-0.0798428,-0.00019188,0.00154881,0.957292,0.0773437,0,17558,0,2
1.3819e-05,0.000648915,0,3.48456e-06,0,-1956.15,0.252157,-0.0798642,-0.000198452,0.00125664,0.982813,0.0773437,0,17559,0,2
1.38227e-05,0.000651954,0,3.48619e-06,0,-1956.15,0.252207,-0.0798416,-0.000168379,0.00154745,0.957292,0.0703125,0,17560,0,2
1.38179e-05,0.000648899,0,3.48398e-06,0,-1956.15,0.252135,-0.0798631,-0.000174699,0.0012542,0.982813,0.0703125,0,17561,0,2
1.46362e-05,0.000642219,0,3.86506e-06,0,-1956.15,0.264068,-0.0780169,-0.00117052,0,0.957292,0.361272,0,17562,0,2
1.4492e-05,0.000641941,0,3.79817e-06,0,-1956.15,0.262084,-0.0782467,-0.00118688,0,0.982813,0.361272,0,17563,0,2
1.46884e-05,0.00064253,0,3.88954e-06,0,-1956.15,0.264795,-0.0779891,-0.00143576,0,0.957292,0.348884,0,17564,0,2
1.4525e-05,0.000642134,0,3.81356e-06,0,-1956.15,0.262547,-0.0782315,-0.00142443,0,0.982813,0.348884,0,17565,0,2
0.000164402,0.013289,0,0.000239788,0,-1956.82,1.45894,-0.0541545,-0.00534654,0,-0.796875,0.0773437,0,17566,0,2
0.0001652,0.0135821,0,0.000242574,0,-1956.83,1.46882,-0.0525613,-0.00518096,0,-0.773438,0.0773437,0,17567,0,2
0.000175189,0.014624,0,0.000250845,0,-1956.89,1.43229,-0.0512122,-0.00482077,0,-0.796875,0.0703125,0,17568,0,2
0.000175443,0.0149426,0,0.000252119,0,-1956.91,1.43752,-0.0496033,-0.00465327,0,-0.773438,0.0703125,0,17569,0,2
4.84799e-05,0.000842624,0,3.54704e-05,0,-1956.16,0.731621,-0.0829724,-0.0104992,0,-0.796875,0.361272,0,17570,0,2
4.83497e-05,0.000838278,0,3.58691e-05,0,-1956.16,0.741835,-0.0836821,-0.010674,0,-0.773438,0.361272,0,17571,0,2
4.87415e-05,0.000860969,0,3.69069e-05,0,-1956.16,0.75717,-0.0828988,-0.0108372,0,-0.796875,0.348884,0,17572,0,2
4.86288e-05,0.000856533,0,3.73799e-05,0,-1956.16,0.768649,-0.0836619,-0.0110531,0,-0.773438,0.348884,0,17573,0,2
8.45258e-05,0.00150016,0,7.31549e-05,0,-1956.19,0.864839,-0.0803689,0.00249442,0,-0.421875,0.559487,0,17574,0,2
7.70129e-05,0.00130179,0,6.50762e-05,0,-1956.18,0.844856,-0.0805043,0.000990311,0,-0.421875,0.547098,0,17575,0,2
8.32445e-05,0.00145395,0,7.18661e-05,0,-1956.19,0.862772,-0.0805781,0.00287758,0,-0.398438,0.559487,0,17576,0,2
7.62036e-05,0.00126487,0,6.45648e-05,0,-1956.18,0.847183,-0.0807181,0.00129098,0,-0.398438,0.547098,0,17577,0,2
7.67133e-05,0.0012854,0,6.49354e-05,0,-1956.18,0.846349,-0.0806069,0.0011605,0,-0.410156,0.547098,0,17578,0,2
3.71441e-05,0.000827686,0,2.07501e-05,0,-1956.16,0.558645,-0.0835027,0.0016196,0,0.2625,0.559487,0,17579,0,2
3.80123e-05,0.00079455,0,2.26608e-05,0,-1956.16,0.59549,-0.0831242,0.000766912,0,0.2625,0.547098,0,17580,0,2
3.68508e-05,0.00078873,0,2.15411e-05,0,-1956.16,0.583954,-0.0830647,0.000370896,0,0.28125,0.547098,0,17581,0,2
3.59884e-05,0.00081947,0,1.97182e-05,0,-1956.16,0.547928,-0.0833447,0.00121787,0,0.28125,0.559487,0,17582,0,2
3.74658e-05,0.000790703,0,2.21461e-05,0,-1956.16,0.590513,-0.0830944,0.000514074,0,0.271875,0.547098,0,17583,0,2
1.46867e-05,0.000654478,0,3.88079e-06,0,-1956.15,0.264185,-0.0796121,-0.00247909,0.00226933,0.957292,0.189844,0,17584,0,2
1.442e-05,0.000651009,0,3.75735e-06,0,-1956.15,0.260538,-0.0796616,-0.00223708,0.00190548,0.982813,0.189844,0,17585,0,2
1.43837e-05,0.000653974,0,3.74021e-06,0,-1956.15,0.260009,-0.0796714,-0.00204012,0.00211213,0.957292,0.182812,0,17586,0,2
1.42137e-05,0.00065066,0,3.66261e-06,0,-1956.15,0.25767,-0.0797135,-0.00185374,0.00176915,0.982813,0.182812,0,17587,0,2
1.47591e-05,0.000635541,0,3.92132e-06,0,-1956.15,0.26565,-0.078729,0.00105051,0,0.957292,0.559487,0,17588,0,2
1.45807e-05,0.000637085,0,3.83818e-06,0,-1956.15,0.263216,-0.0788704,0.000966065,0,0.982813,0.559487,0,17589,0,2
1.45087e-05,0.000636423,0,3.80493e-06,0,-1956.15,0.262244,-0.078771,0.000824187,0,0.957292,0.547098,0,17590,0,2
