nut,alpha.water,yPlus,k,p_rgh,p,omega,U0,U1,U2,Points0,Points1,Points2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
1.38461e-05,1,0,3.54392e-06,-0.0434504,13059,0.255949,-0.0801011,0,7.63536e-05,4.275,0,-1.5,3541,0,2
1.38259e-05,1,0,3.50701e-06,-0.043293,13059,0.253654,-0.0800694,0,5.70197e-05,3.86667,0,-1.5,3542,0,2
1.39624e-05,1,0,3.77701e-06,-0.033547,13059,0.27048,-0.0800955,0,9.52146e-05,5.5,0,-1.5,3543,0,2
1.38728e-05,1,0,3.59416e-06,-0.0435651,13059,0.259076,-0.080122,0,8.76015e-05,4.68333,0,-1.5,3544,0,2
1.38019e-05,1,0,3.46729e-06,-0.0475098,12054.5,0.251219,-0.0800133,0,1.66667e-05,0.804167,0,-1.4,3545,0,2
1.38013e-05,1,0,3.46747e-06,-0.0475449,12054.5,0.251243,-0.0800103,0,1.96371e-05,0.6,0,-1.4,3546,0,2
1.38032e-05,1,0,3.4671e-06,-0.0464688,12054.5,0.25118,-0.0800089,0,9.12017e-06,1.62083,0,-1.4,3547,0,2
1.38032e-05,1,0,3.46734e-06,-0.0465783,12054.5,0.251199,-0.0800105,0,8.41378e-06,1.41667,0,-1.4,3548,0,2
1.38042e-05,1,0,3.46837e-06,-0.0460652,12054.5,0.251254,-0.0800058,0,2.11909e-05,2.4375,0,-1.4,3549,0,2
1.38038e-05,1,0,3.46781e-06,-0.0460801,12054.5,0.251221,-0.0800065,0,1.73109e-05,2.23333,0,-1.4,3550,0,2
1.38114e-05,1,0,3.48098e-06,-0.0463383,12054.5,0.252036,-0.0800017,0,4.00084e-05,3.25417,0,-1.4,3551,0,2
1.38084e-05,1,0,3.47552e-06,-0.0462203,12054.5,0.251697,-0.080003,0,3.48926e-05,3.05,0,-1.4,3552,0,2
1.38463e-05,1,0,3.544e-06,-0.0475169,12054.5,0.255952,-0.0800128,0,5.25972e-05,4.275,0,-1.4,3553,0,2
1.3826e-05,1,0,3.50703e-06,-0.0467732,12054.5,0.253654,-0.0800037,0,5.45488e-05,3.86667,0,-1.4,3554,0,2
1.39632e-05,1,0,3.77787e-06,-0.0438563,12054.5,0.270525,-0.0800535,0,-9.551e-05,5.5,0,-1.4,3555,0,2
1.38731e-05,1,0,3.59437e-06,-0.0484425,12054.5,0.259085,-0.0800259,0,1.99943e-05,4.68333,0,-1.4,3556,0,2
1.38019e-05,1,0,3.46729e-06,-0.0484026,11049.9,0.251219,-0.0800214,0,1.77177e-06,0.804167,0,-1.3,3557,0,2
1.38013e-05,1,0,3.46747e-06,-0.0480628,11049.9,0.251243,-0.0800133,0,1.76048e-06,0.6,0,-1.3,3558,0,2
1.38032e-05,1,0,3.4671e-06,-0.0470446,11049.9,0.25118,-0.080016,0,5.53051e-07,1.62083,0,-1.3,3559,0,2
1.38032e-05,1,0,3.46734e-06,-0.0474165,11049.9,0.251199,-0.0800188,0,-1.28752e-06,1.41667,0,-1.3,3560,0,2
1.38042e-05,1,0,3.46837e-06,-0.0457434,11049.9,0.251254,-0.0800152,0,1.12189e-05,2.4375,0,-1.3,3561,0,2
1.38038e-05,1,0,3.46781e-06,-0.0460627,11049.9,0.251221,-0.0800137,0,8.45687e-06,2.23333,0,-1.3,3562,0,2
1.38115e-05,1,0,3.48101e-06,-0.0445929,11049.9,0.252037,-0.080036,0,2.80143e-05,3.25417,0,-1.3,3563,0,2
1.38084e-05,1,0,3.47554e-06,-0.0448663,11049.9,0.251698,-0.080029,0,2.18639e-05,3.05,0,-1.3,3564,0,2
1.38465e-05,1,0,3.54412e-06,-0.0427903,11049.9,0.255956,-0.08011,0,8.42005e-05,4.275,0,-1.3,3565,0,2
1.38262e-05,1,0,3.50712e-06,-0.0429214,11049.9,0.253658,-0.0800719,0,6.00716e-05,3.86667,0,-1.3,3566,0,2
1.39637e-05,1,0,3.77768e-06,-0.0300434,11050,0.270503,-0.0801144,0,0.000112069,5.5,0,-1.3,3567,0,2
1.38735e-05,1,0,3.59448e-06,-0.0418374,11049.9,0.259087,-0.0801383,0,9.96145e-05,4.68333,0,-1.3,3568,0,2
1.38019e-05,1,0,3.4673e-06,-0.0474303,10045.4,0.251219,-0.0800144,0,1.93452e-05,0.804167,0,-1.2,3569,0,2
1.38013e-05,1,0,3.46748e-06,-0.0470773,10045.4,0.251243,-0.0800062,0,2.69471e-05,0.6,0,-1.2,3570,0,2
1.38032e-05,1,0,3.4671e-06,-0.0459037,10045.4,0.25118,-0.0800067,0,6.36896e-06,1.62083,0,-1.2,3571,0,2
1.38032e-05,1,0,3.46734e-06,-0.0461803,10045.4,0.251199,-0.0800093,0,4.58444e-06,1.41667,0,-1.2,3572,0,2
1.38042e-05,1,0,3.46838e-06,-0.0456981,10045.4,0.251254,-0.0800029,0,2.306e-05,2.4375,0,-1.2,3573,0,2
1.38038e-05,1,0,3.46781e-06,-0.0458054,10045.4,0.251221,-0.0800038,0,1.81925e-05,2.23333,0,-1.2,3574,0,2
1.38115e-05,1,0,3.48102e-06,-0.0469516,10045.4,0.252037,-0.0799968,0,4.74288e-05,3.25417,0,-1.2,3575,0,2
1.38084e-05,1,0,3.47554e-06,-0.046121,10045.4,0.251697,-0.079999,0,4.05926e-05,3.05,0,-1.2,3576,0,2
1.38468e-05,1,0,3.54424e-06,-0.0468477,10045.4,0.255959,-0.0800038,0,7.44431e-05,4.275,0,-1.2,3577,0,2
1.38263e-05,1,0,3.50716e-06,-0.0465107,10045.4,0.253658,-0.079996,0,7.03402e-05,3.86667,0,-1.2,3578,0,2
1.39649e-05,1,0,3.77885e-06,-0.0412323,10045.4,0.270562,-0.0800487,0,-0.00011165,5.5,0,-1.2,3579,0,2
1.3874e-05,1,0,3.59478e-06,-0.0463615,10045.4,0.259099,-0.0800166,0,3.9713e-05,4.68333,0,-1.2,3580,0,2
1.38019e-05,1,0,3.46735e-06,-0.048998,9040.85,0.251223,-0.0800295,0,1.01651e-05,0.804167,0,-1.1,3581,0,2
1.38013e-05,1,0,3.46753e-06,-0.0481487,9040.85,0.251248,-0.0800144,0,1.82429e-05,0.6,0,-1.1,3582,0,2
1.38033e-05,1,0,3.46712e-06,-0.0467706,9040.85,0.251181,-0.0800135,0,-2.15686e-06,1.62083,0,-1.1,3583,0,2
1.38032e-05,1,0,3.46737e-06,-0.0472455,9040.85,0.2512,-0.0800183,0,-5.24198e-06,1.41667,0,-1.1,3584,0,2
1.38043e-05,1,0,3.46838e-06,-0.045698,9040.85,0.251255,-0.0800104,0,9.44394e-06,2.4375,0,-1.1,3585,0,2
1.38038e-05,1,0,3.46782e-06,-0.0460002,9040.85,0.251221,-0.0800092,0,6.93976e-06,2.23333,0,-1.1,3586,0,2
1.38116e-05,1,0,3.48107e-06,-0.0444452,9040.85,0.252039,-0.0800335,0,2.45533e-05,3.25417,0,-1.1,3587,0,2
1.38085e-05,1,0,3.47558e-06,-0.0450198,9040.85,0.251699,-0.0800255,0,1.86435e-05,3.05,0,-1.1,3588,0,2
1.38472e-05,1,0,3.54444e-06,-0.0421008,9040.85,0.255966,-0.0801195,0,9.0038e-05,4.275,0,-1.1,3589,0,2
1.38265e-05,1,0,3.50729e-06,-0.0425851,9040.85,0.253663,-0.0800743,0,6.07259e-05,3.86667,0,-1.1,3590,0,2
1.39658e-05,1,0,3.77875e-06,-0.0261319,9040.87,0.270538,-0.0801413,0,0.000132775,5.5,0,-1.1,3591,0,2
1.38746e-05,1,0,3.59499e-06,-0.0398874,9040.86,0.259104,-0.0801572,0,0.000111058,4.68333,0,-1.1,3592,0,2
1.38023e-05,1,0,3.47092e-06,-0.0489097,7952.67,0.251474,-0.0800305,0,6.68499e-05,0.702083,0,-1,3593,0,2
1.38016e-05,1,0,3.47105e-06,-0.0481251,7934.57,0.251496,-0.080022,0,8.69722e-05,0.6,0,-1,3594,0,2
1.38029e-05,1,0,3.47067e-06,-0.0488016,7921.75,0.251445,-0.080033,0,5.74188e-05,0.804167,0,-1,3595,0,2
1.38041e-05,1,0,3.46945e-06,-0.0455257,7952.67,0.251335,-0.0799891,0,9.46872e-06,1.51875,0,-1,3596,0,2
1.38041e-05,1,0,3.46975e-06,-0.045529,7921.76,0.251356,-0.0799877,0,1.33154e-05,1.41667,0,-1,3597,0,2
1.3804e-05,1,0,3.469e-06,-0.0456844,7921.76,0.251305,-0.0799801,0,1.45729e-05,1.62083,0,-1,3598,0,2
1.38043e-05,1,0,3.46886e-06,-0.0478003,7952.67,0.251289,-0.0799657,0,2.68297e-05,2.33542,0,-1,3599,0,2
1.38041e-05,1,0,3.46872e-06,-0.0485653,7921.75,0.251281,-0.0799595,0,2.64784e-05,2.23333,0,-1,3600,0,2
1.38044e-05,1,0,3.46889e-06,-0.0496674,7921.75,0.251288,-0.0799462,0,3.07194e-05,2.4375,0,-1,3601,0,2
1.38117e-05,1,0,3.48109e-06,-0.0451641,8036.31,0.252039,-0.0799926,0,5.69528e-05,3.25417,0,-1,3602,0,2
1.38085e-05,1,0,3.47559e-06,-0.0460657,8036.31,0.251699,-0.0799958,0,4.75847e-05,3.05,0,-1,3603,0,2
1.38477e-05,1,0,3.54464e-06,-0.0461556,8036.31,0.255972,-0.0799939,0,0.000106926,4.275,0,-1,3604,0,2
1.38268e-05,1,0,3.50736e-06,-0.0462434,8036.31,0.253664,-0.0799887,0,9.24738e-05,3.86667,0,-1,3605,0,2
1.39677e-05,1,0,3.78039e-06,-0.0380998,8036.31,0.270617,-0.0800418,0,-0.000124891,5.5,0,-1,3606,0,2
1.38754e-05,1,0,3.59544e-06,-0.043821,8036.31,0.259121,-0.0800045,0,7.26544e-05,4.68333,0,-1,3607,0,2
1.38028e-05,1,0,3.4733e-06,-0.0511974,7031.76,0.251637,-0.0800563,0,5.0583e-05,0.702083,0,-0.9,3608,0,2
1.38019e-05,1,0,3.47341e-06,-0.0495085,7031.76,0.251663,-0.0800328,0,7.31587e-05,0.6,0,-0.9,3609,0,2
1.38046e-05,1,0,3.47091e-06,-0.0464281,7031.76,0.251431,-0.0800103,0,-9.76925e-06,1.51875,0,-0.9,3610,0,2
1.38047e-05,1,0,3.47126e-06,-0.0467162,7031.76,0.251455,-0.080014,0,-1.38549e-05,1.41667,0,-0.9,3611,0,2
1.38045e-05,1,0,3.46937e-06,-0.0458266,7031.76,0.251322,-0.080003,0,7.14495e-06,2.33542,0,-0.9,3612,0,2
1.38043e-05,1,0,3.46929e-06,-0.0459119,7031.76,0.251319,-0.0800024,0,6.29914e-06,2.23333,0,-0.9,3613,0,2
1.38119e-05,1,0,3.48116e-06,-0.0445218,7031.76,0.252042,-0.0800301,0,1.89755e-05,3.25417,0,-0.9,3614,0,2
1.38086e-05,1,0,3.47563e-06,-0.0452838,7031.76,0.2517,-0.0800207,0,1.41976e-05,3.05,0,-0.9,3615,0,2
1.38484e-05,1,0,3.54497e-06,-0.0417038,7031.77,0.255983,-0.0801298,0,9.11161e-05,4.275,0,-0.9,3616,0,2
1.38272e-05,1,0,3.50757e-06,-0.0424311,7031.77,0.253672,-0.0800769,0,5.71917e-05,3.86667,0,-0.9,3617,0,2
1.39693e-05,1,0,3.78051e-06,-0.0230983,7031.78,0.270595,-0.0801792,0,0.000158414,5.5,0,-0.9,3618,0,2
1.38764e-05,1,0,3.59585e-06,-0.038785,7031.77,0.259131,-0.0801795,0,0.000119101,4.68333,0,-0.9,3619,0,2
1.38029e-05,1,0,3.47341e-06,-0.0529198,6027.21,0.251643,-0.0800747,0,6.78486e-05,0.702083,0,-0.8,3620,0,2
1.38021e-05,1,0,3.47357e-06,-0.0499828,6027.21,0.25167,-0.0800328,0,0.000119344,0.6,0,-0.8,3621,0,2
1.38046e-05,1,0,3.47093e-06,-0.0441641,6027.22,0.251432,-0.0799962,0,-1.21589e-05,1.51875,0,-0.8,3622,0,2
1.38047e-05,1,0,3.47128e-06,-0.0443416,6027.22,0.251456,-0.0799985,0,-1.80007e-05,1.41667,0,-0.8,3623,0,2
1.38045e-05,1,0,3.46937e-06,-0.045205,6027.22,0.251322,-0.079998,0,2.45603e-05,2.33542,0,-0.8,3624,0,2
1.38043e-05,1,0,3.46929e-06,-0.0450113,6027.22,0.251319,-0.0799982,0,2.07148e-05,2.23333,0,-0.8,3625,0,2
1.3812e-05,1,0,3.48121e-06,-0.0460698,6027.22,0.252043,-0.0799901,0,7.00235e-05,3.25417,0,-0.8,3626,0,2
1.38087e-05,1,0,3.47566e-06,-0.0459527,6027.22,0.251701,-0.0799936,0,5.66892e-05,3.05,0,-0.8,3627,0,2
1.38493e-05,1,0,3.54534e-06,-0.0456694,6027.22,0.255993,-0.0799853,0,0.000157496,4.275,0,-0.8,3628,0,2
1.38276e-05,1,0,3.50772e-06,-0.0460615,6027.22,0.253675,-0.0799837,0,0.000125646,3.86667,0,-0.8,3629,0,2
1.39724e-05,1,0,3.78289e-06,-0.0360614,6027.23,0.270704,-0.0800317,0,-0.00013629,5.5,0,-0.8,3630,0,2
1.38778e-05,1,0,3.59657e-06,-0.042,6027.22,0.259156,-0.0799902,0,0.000123771,4.68333,0,-0.8,3631,0,2
1.38033e-05,1,0,3.47363e-06,-0.060371,5022.66,0.251651,-0.0801595,0,0.00012418,0.702083,0,-0.7,3632,0,2
1.38027e-05,1,0,3.47389e-06,-0.0566522,5022.66,0.251682,-0.0801033,0,0.000236551,0.6,0,-0.7,3633,0,2
1.38046e-05,1,0,3.47093e-06,-0.0451955,5022.67,0.251432,-0.0799992,0,-1.6697e-05,1.51875,0,-0.7,3634,0,2
1.38047e-05,1,0,3.47129e-06,-0.0453475,5022.67,0.251457,-0.0800022,0,-2.55695e-05,1.41667,0,-0.7,3635,0,2
1.38045e-05,1,0,3.46938e-06,-0.0459594,5022.67,0.251323,-0.0799955,0,5.98964e-06,2.33542,0,-0.7,3636,0,2
1.38043e-05,1,0,3.4693e-06,-0.045819,5022.67,0.251319,-0.0799946,0,5.3621e-06,2.23333,0,-0.7,3637,0,2
1.38122e-05,1,0,3.48133e-06,-0.0451447,5022.67,0.252047,-0.0800246,0,1.33169e-05,3.25417,0,-0.7,3638,0,2
1.38088e-05,1,0,3.47573e-06,-0.0456101,5022.67,0.251703,-0.0800134,0,1.04499e-05,3.05,0,-0.7,3639,0,2
1.38507e-05,1,0,3.54599e-06,-0.0421749,5022.68,0.256014,-0.0801429,0,8.25478e-05,4.275,0,-0.7,3640,0,2
1.38284e-05,1,0,3.5081e-06,-0.0426645,5022.68,0.253688,-0.0800798,0,4.67558e-05,3.86667,0,-0.7,3641,0,2
1.39753e-05,1,0,3.7835e-06,-0.0230621,5022.7,0.270691,-0.0802322,0,0.000189557,5.5,0,-0.7,3642,0,2
1.38798e-05,1,0,3.5974e-06,-0.0404572,5022.68,0.259179,-0.0802082,0,0.000117669,4.68333,0,-0.7,3643,0,2
1.38079e-05,0.999997,0,3.47975e-06,-0.0756932,3877,0.252012,-0.0803395,0,0.000329036,0.651042,0,-0.6,3644,0,2
1.3808e-05,0.999997,0,3.47958e-06,-0.0684586,3968.7,0.251997,-0.0802397,0,0.000438051,0.6,0,-0.6,3645,0,2
1.38066e-05,0.999997,0,3.47811e-06,-0.0738868,3957.81,0.251916,-0.0803293,0,0.000144075,0.702083,0,-0.6,3646,0,2
1.3805e-05,0.999997,0,3.47207e-06,-0.039434,3877.03,0.251507,-0.0799417,0,-1.29388e-05,1.46771,0,-0.6,3647,0,2
1.38051e-05,0.999997,0,3.47219e-06,-0.0405921,3957.85,0.251516,-0.0799628,0,-2.98166e-05,1.41667,0,-0.6,3648,0,2
1.38048e-05,0.999997,0,3.47139e-06,-0.0408261,3957.85,0.251462,-0.0799637,0,-1.95898e-05,1.51875,0,-0.6,3649,0,2
1.38045e-05,0.999998,0,3.46939e-06,-0.0443852,4018.13,0.251323,-0.0799963,0,2.78887e-05,2.33542,0,-0.6,3650,0,2
1.38044e-05,0.999998,0,3.4693e-06,-0.0442674,4018.13,0.251319,-0.0799961,0,2.33685e-05,2.23333,0,-0.6,3651,0,2
1.38125e-05,0.999998,0,3.48143e-06,-0.0456367,4018.13,0.252049,-0.0799904,0,8.98669e-05,3.25417,0,-0.6,3652,0,2
1.3809e-05,0.999998,0,3.47579e-06,-0.0455562,4018.13,0.251705,-0.0799925,0,6.92478e-05,3.05,0,-0.6,3653,0,2
1.38525e-05,0.999998,0,3.54676e-06,-0.0452549,4018.13,0.256037,-0.0799838,0,0.000244863,4.275,0,-0.6,3654,0,2
1.38293e-05,0.999998,0,3.50845e-06,-0.0456608,4018.13,0.253697,-0.0799856,0,0.000180887,3.86667,0,-0.6,3655,0,2
1.39806e-05,0.999998,0,3.78713e-06,-0.0359287,4018.14,0.270847,-0.0800165,0,-0.000131141,5.5,0,-0.6,3656,0,2
1.38826e-05,0.999998,0,3.59876e-06,-0.0412034,4018.13,0.259225,-0.079977,0,0.000218095,4.68333,0,-0.6,3657,0,2
1.38167e-05,0.999903,0,3.48577e-06,-0.102689,3013.52,0.252286,-0.0807413,0,0.000489913,0.651042,0,-0.5,3658,0,2
1.38208e-05,0.999902,0,3.48803e-06,-0.0972436,3013.53,0.252375,-0.0806553,0,0.000825776,0.6,0,-0.5,3659,0,2
1.38052e-05,0.999914,0,3.47251e-06,-0.0357299,3013.59,0.251536,-0.0799776,0,-2.20242e-05,1.46771,0,-0.5,3660,0,2
1.38054e-05,0.999914,0,3.47291e-06,-0.0354324,3013.59,0.251562,-0.0799757,0,-3.02766e-05,1.41667,0,-0.5,3661,0,2
1.38045e-05,0.999915,0,3.4694e-06,-0.0391543,3013.59,0.251323,-0.0799864,0,5.72001e-06,2.33542,0,-0.5,3662,0,2
1.38044e-05,0.999915,0,3.46932e-06,-0.0388058,3013.59,0.25132,-0.079985,0,5.81697e-06,2.23333,0,-0.5,3663,0,2
1.3813e-05,0.999915,0,3.48167e-06,-0.0391554,3013.59,0.252057,-0.0800138,0,8.74095e-06,3.25417,0,-0.5,3664,0,2
1.38093e-05,0.999915,0,3.47592e-06,-0.0393848,3013.59,0.251709,-0.0800007,0,7.37486e-06,3.05,0,-0.5,3665,0,2
1.3856e-05,0.999917,0,3.54837e-06,-0.0373463,3013.59,0.256087,-0.0801614,0,5.68278e-05,4.275,0,-0.5,3666,0,2
1.38312e-05,0.999916,0,3.50933e-06,-0.0367907,3013.59,0.253726,-0.0800821,0,2.99208e-05,3.86667,0,-0.5,3667,0,2
1.39863e-05,0.99992,0,3.78889e-06,-0.0201827,3013.61,0.270862,-0.0803067,0,0.00022445,5.5,0,-0.5,3668,0,2
1.38873e-05,0.999918,0,3.60081e-06,-0.0388526,3013.59,0.259285,-0.0802488,0,9.41998e-05,4.68333,0,-0.5,3669,0,2
1.3857e-05,0.996561,0,3.50406e-06,6.45189e-05,2008.95,0.252871,-0.0814888,0,0.000581293,0.651042,0,-0.4,3670,0,2
1.38896e-05,0.99663,0,3.51915e-06,-0.00378989,2008.95,0.253362,-0.081446,0,0.00151388,0.6,0,-0.4,3671,0,2
1.38052e-05,0.997543,0,3.47254e-06,0.0969095,2009.09,0.251539,-0.0799476,0,-5.58917e-05,1.46771,0,-0.4,3672,0,2
1.38054e-05,0.997543,0,3.47295e-06,0.0971748,2009.09,0.251565,-0.0799427,0,-6.61232e-05,1.41667,0,-0.4,3673,0,2
1.38045e-05,0.997548,0,3.46942e-06,0.08998,2009.08,0.251325,-0.0799949,0,3.51941e-05,2.33542,0,-0.4,3674,0,2
1.38043e-05,0.997548,0,3.46933e-06,0.0903254,2009.08,0.251322,-0.0799949,0,3.05779e-05,2.23333,0,-0.4,3675,0,2
1.38136e-05,0.99755,0,3.48192e-06,0.0883101,2009.08,0.252065,-0.0799906,0,0.000123868,3.25417,0,-0.4,3676,0,2
1.38096e-05,0.997549,0,3.47606e-06,0.0885376,2009.08,0.251714,-0.0799903,0,8.79172e-05,3.05,0,-0.4,3677,0,2
1.38589e-05,0.997591,0,3.54957e-06,0.0863771,2009.08,0.256121,-0.079994,0,0.000419206,4.275,0,-0.4,3678,0,2
1.38329e-05,0.997565,0,3.51007e-06,0.087583,2009.08,0.253746,-0.0799967,0,0.00028863,3.86667,0,-0.4,3679,0,2
1.39954e-05,0.997731,0,3.7942e-06,0.0872076,2009.08,0.27106,-0.0799548,0,-9.49462e-05,5.5,0,-0.4,3680,0,2
1.38908e-05,0.997628,0,3.60237e-06,0.0890614,2009.08,0.25933,-0.0799596,0,0.000405809,4.68333,0,-0.4,3681,0,2
1.40738e-05,0.945564,0,3.60878e-06,1.17418,1011.87,0.256412,-0.0841097,0,0.00139781,0.625521,0,-0.3,3682,0,2
1.41303e-05,0.9508,0,3.63423e-06,1.02939,1047.07,0.257185,-0.0841295,0,0.00261195,0.6,0,-0.3,3683,0,2
1.40008e-05,0.948955,0,3.57454e-06,1.14739,1055.75,0.255304,-0.0834579,0,0.000337823,0.651042,0,-0.3,3684,0,2
1.38044e-05,0.956915,0,3.47265e-06,1.23546,1090.2,0.251561,-0.0799078,0,-4.89083e-06,1.46771,0,-0.3,3685,0,2
1.38045e-05,0.956914,0,3.47305e-06,1.2368,1090.2,0.251588,-0.0798983,0,-1.05213e-05,1.41667,0,-0.3,3686,0,2
1.3804e-05,0.961844,0,3.46958e-06,1.09196,1145.22,0.251346,-0.0799178,0,5.6955e-05,2.33542,0,-0.3,3687,0,2
1.38038e-05,0.961854,0,3.46947e-06,1.09299,1145.22,0.251342,-0.0799258,0,5.18818e-05,2.23333,0,-0.3,3688,0,2
1.38167e-05,0.964739,0,3.48328e-06,0.997737,1177.34,0.252107,-0.0796384,0,0.000161467,3.25417,0,-0.3,3689,0,2
1.3811e-05,0.96475,0,3.47683e-06,1.00214,1177.35,0.251744,-0.0797278,0,0.000132778,3.05,0,-0.3,3690,0,2
1.38881e-05,0.966048,0,3.56071e-06,0.934508,1188.73,0.256382,-0.0789275,0,0.000174015,4.275,0,-0.3,3691,0,2
1.38457e-05,0.965844,0,3.51488e-06,0.949934,1188.74,0.253861,-0.0792352,0,0.000223172,3.86667,0,-0.3,3692,0,2
1.42138e-05,0.969278,0,3.89261e-06,0.793424,1191.74,0.273701,-0.0792085,0,-0.00170559,5.5,0,-0.3,3693,0,2
1.39488e-05,0.966776,0,3.62523e-06,0.907466,1189.79,0.259885,-0.0787404,0,-0.000198965,4.68333,0,-0.3,3694,0,2
1.41374e-05,0.925334,0,3.63879e-06,1.60879,878.877,0.257384,-0.084564,0,0.00124506,0.625521,0,-0.2875,3695,0,2
1.4218e-05,0.927186,0,3.67604e-06,1.52598,878.837,0.258545,-0.0849253,0,0.00269963,0.6,0,-0.2875,3696,0,2
1.38039e-05,0.905514,0,3.47268e-06,2.38351,754.02,0.251573,-0.0799426,0,-8.87201e-07,1.46771,0,-0.275,3697,0,2
1.3804e-05,0.905507,0,3.47308e-06,2.38481,754.022,0.251599,-0.0799336,0,-8.4784e-06,1.41667,0,-0.275,3698,0,2
1.38037e-05,0.90524,0,3.46973e-06,2.38186,754.013,0.251363,-0.0799851,0,4.48041e-06,2.33542,0,-0.275,3699,0,2
1.38033e-05,0.905263,0,3.46959e-06,2.38191,754.014,0.251359,-0.0799809,0,6.30867e-06,2.23333,0,-0.275,3700,0,2
1.38217e-05,0.905076,0,3.48537e-06,2.38453,754.013,0.252166,-0.0799803,0,-5.01349e-06,3.25417,0,-0.275,3701,0,2
1.38134e-05,0.905095,0,3.47798e-06,2.38435,754.013,0.251784,-0.079985,0,-4.66359e-06,3.05,0,-0.275,3702,0,2
1.39514e-05,0.9058,0,3.584e-06,2.36311,754.005,0.256883,-0.0798772,0,1.68915e-05,4.275,0,-0.275,3703,0,2
1.38699e-05,0.905256,0,3.52385e-06,2.3811,754.013,0.254064,-0.0799213,0,9.14866e-07,3.86667,0,-0.275,3704,0,2
1.47247e-05,0.912073,0,4.10292e-06,2.20423,753.968,0.278183,-0.0794294,0,7.19492e-05,5.5,0,-0.275,3705,0,2
1.40854e-05,0.907175,0,3.67617e-06,2.31971,753.988,0.260963,-0.0798175,0,3.37067e-05,4.68333,0,-0.275,3706,0,2
1.43217e-05,0.893146,0,3.72416e-06,2.1725,753.491,0.260031,-0.0853775,0,0.00261653,0.6,0,-0.275,3707,0,2
1.42629e-05,0.845273,0,3.81321e-06,2.94465,628.269,0.26288,-0.0855462,0,0.00241185,0.6,0,-0.2625,3708,0,2
1.42414e-05,0.891548,0,3.68655e-06,2.26296,753.55,0.258857,-0.0847601,0,0.000933194,0.625521,0,-0.275,3709,0,2
1.44348e-05,0.843396,0,3.77948e-06,3.05877,628.352,0.261811,-0.0846427,0,0.000523123,0.625521,0,-0.2625,3710,0,2
1.38037e-05,0.815482,0,3.47267e-06,3.7885,503.809,0.251576,-0.0799485,0,-8.83009e-06,1.46771,0,-0.25,3711,0,2
1.38038e-05,0.815458,0,3.47307e-06,3.78983,503.81,0.251602,-0.0799391,0,-1.79665e-05,1.41667,0,-0.25,3712,0,2
1.38038e-05,0.815124,0,3.46981e-06,3.78719,503.803,0.251366,-0.0799973,0,1.07955e-05,2.33542,0,-0.25,3713,0,2
1.38034e-05,0.815157,0,3.46964e-06,3.78712,503.803,0.251362,-0.0799906,0,1.26057e-05,2.23333,0,-0.25,3714,0,2
1.38277e-05,0.814955,0,3.48729e-06,3.7899,503.804,0.252196,-0.0800268,0,1.02147e-05,3.25417,0,-0.25,3715,0,2
1.38164e-05,0.814966,0,3.47897e-06,3.7899,503.804,0.2518,-0.0800219,0,6.98573e-06,3.05,0,-0.25,3716,0,2
1.40289e-05,0.816277,0,3.61162e-06,3.75864,503.789,0.257425,-0.0798579,0,5.76778e-05,4.275,0,-0.25,3717,0,2
1.38983e-05,0.815409,0,3.53351e-06,3.78223,503.801,0.254237,-0.079962,0,3.01311e-05,3.86667,0,-0.25,3718,0,2
1.52919e-05,0.823523,0,4.33868e-06,3.58682,503.712,0.282975,-0.0785575,0,0.00022455,5.5,0,-0.25,3719,0,2
1.42532e-05,0.817906,0,3.73868e-06,3.70995,503.762,0.262248,-0.0796341,0,7.82337e-05,4.68333,0,-0.25,3720,0,2
1.31564e-05,0.782181,0,3.9539e-06,3.77363,503.22,0.268458,-0.0853791,0,0.00199423,0.6,0,-0.25,3721,0,2
1.07747e-05,0.703431,0,4.11294e-06,4.56468,378.395,0.277557,-0.0847785,0,0.00133176,0.6,0,-0.2375,3722,0,2
1.30286e-05,0.780194,0,3.91918e-06,3.91398,503.334,0.267283,-0.0841224,0,-8.15443e-05,0.625521,0,-0.25,3723,0,2
9.99244e-06,0.702281,0,4.06686e-06,4.7275,378.545,0.275603,-0.0831076,0,-0.000892044,0.625521,0,-0.2375,3724,0,2
1.38037e-05,0.675094,0,3.47267e-06,5.10331,254.361,0.251576,-0.079955,0,-7.83249e-06,1.46771,0,-0.225,3725,0,2
1.38038e-05,0.675054,0,3.47307e-06,5.10479,254.362,0.251602,-0.079943,0,-1.53084e-05,1.41667,0,-0.225,3726,0,2
1.38039e-05,0.674687,0,3.46983e-06,5.10202,254.357,0.251366,-0.0800116,0,8.55335e-06,2.33542,0,-0.225,3727,0,2
1.38034e-05,0.674719,0,3.46965e-06,5.10189,254.357,0.251362,-0.0800034,0,1.06893e-05,2.23333,0,-0.225,3728,0,2
1.3829e-05,0.67458,0,3.48735e-06,5.10421,254.358,0.252176,-0.0800594,0,-4.97883e-07,3.25417,0,-0.225,3729,0,2
1.38173e-05,0.674575,0,3.47904e-06,5.10436,254.358,0.251789,-0.0800516,0,-8.11557e-07,3.05,0,-0.225,3730,0,2
1.40318e-05,0.676018,0,3.60879e-06,5.06937,254.333,0.257172,-0.0797634,0,2.57702e-05,4.275,0,-0.225,3731,0,2
